Phrase	Grammar	Transcription	Translation	Notes
abfertigen			odprawiać	
die Abfertigung			odprawa	
anzeigen			wskazywać	
der Arbeiter			robotnik	
der Ausgang			wyjście	
bei			u; przy	
die Bordkarte			karta pokładowa	
bringen			przynosić	
der Eingang			wejście	
einladen			zapraszać	
erledigen			załatwiać	
der Gast			gość	
der Fluggast			pasażer samolotu	
die Flughafengebühr			opłata lotniskowa	
der Flugschein			bilet lotniczy	
der Frühling			wiosna	
die Gangway			schodki	do samolotu
gar			zupełnie; całkiem	
die Gebühr			opłata	
gegenüber			naprzeciwko	
gehören			należeć	
die Gepäckabfertigung			odprawa bagażu	
das Handgepäck			bagaż podręczny	
helfen			pomagać	
der Herbst			jesień	
das Jahr			rok	
die Jahreszeit			pora roku	
das Kilogramm			kilogram	
die Kontrolle			kontrola	
kontrollieren			kontrolować	
letztmalig			ostatni; po raz ostatni	
das Mädchen			dziewczyna	
nützen			przydać się	
passen			pasować	
die Paßkontrolle			kontrola paszportowa	
der Reisepaß			paszport	
schaden			szkodzić	
schenken			podarować	
schmecken			smakować	
schwer			ciężki	
seit			od	
der Sommer			lato	
das Übergepäck			nadbagaż	
der Übergepäckschein			kwit na nadwyżkę bagażu	
das Visum			wiza	
von			od	
vorgehen			iść naprzód	
vorzeigen			okazać	
die Waage			waga	
der Winter			zima	
zeigen			pokazywać	
der Zoll			cło	
die Zollkontrolle			kontrola celna	
zu			do; zbyt	
