Phrase	Grammar	Transcription	Translation	Notes
im Gepäckautomaten			w automacie na bagaż	
an alles denken			myśleć o wszystkim	
Schon gut!			Już dobrze!	
Na und?			No to co? No i co z tego?	
Gute Reise!			Przyjemnej podróży!	
keine Leute			nie ma ludzi	
Der Zug ist schon da.			Pociąg już jest.	
die Abfahrt			odjazd	
das Abteil			przedział	
anders			inaczej	
die Arbeit			praca	
die Auskunft			informacja	
der Automat			automat	
die Bahn			kolej	
der Bahnangestellte			pracownik kolei	
das Bahnhofsgebäude			budynek dworca kolejowego	
der Bahnsteig			peron	
der Benutzungshinweis			instrukcja obsługi	
das Bier			piwo	
da			w takim razie; wtedy; tam	
denken			myśleć	
drehen			kręcić	
der D-Zug			pociąg pospieszny	
der D-Zug-Zuschlag			dopłata na pociąg pospieszny	
der Eilzug			pociąg przyspieszony	
der Expreß			pociąg ekspresowy	
die Fahrkarte			bilet	
der Fahrkartenschalter			kasa biletowa	
das Fenster			okno	
der Fensterplatz			miejsce przy oknie	
finden			znaleźć	
die Gaststätte			restauracja	
das Gebäude			budynek	
die Gepäckannahme			przyjmowanie bagażu	
die Gepäckausgabe			wydawanie bagażu	
der Gepäckautomat			automat na bagaż	
der Güterzug			pociąg towarowy	
der Hauptbahnhof			dworzec główny	
der Hinweis			wskazówka	
der Junge			chłopiec	
der Kollege			kolega	
können			móc; potrafić	
kurz			krótki	
die Leute			ludzie	
der Liegewagen			wagon z miejscami do leżenia	
die Lokomotive			lokomotywa	
müssen			musieć	
der Nachtzug			pociąg nocny	
nochmals			jeszcze raz	
öffnen			otwierać	
der Personenzug			pociąg osobowy	
prima			wspaniały	
das Problem			problem	
die Reise			podróż	
schade			szkoda	
der Schlafwagen			wagon sypialny	
der Schlüssel			klucz	
der Schnellzug			pociąg pospieszny	
der Speisewagen			wagon restauracyjny	
der Student			student	
die Suppe			zupa	
die Technik			technika	
der Wagen			wagon; wóz	
der Waggon			wagon	
warten			czekać	
der Wartesaal			poczekalnia	
der Zuschlag			dopłata	
