Phrase	Grammar	Transcription	Translation	Notes
换		huàn	zmienić; wymienić	
习惯		xíguàn	zwyczaj; być przyzwyczajonym	
完全		wánquán	zupełnie; całkowicie	
偏偏		piānpiān	wręcz przeciwnie	
既		jì	już; od kiedy; i ... i ...	
同意		tóngyì	zgodzić się	
精神		jīngshen	wigor; żywotność; popęd; duchowy; mentalny; psychiczny	
临		lín	być zwróconym ku; patrzeć na; zamierzać; tuż przed	
正		zhèng	prosty	
对		duì	być zwróconym ku; twarzą do	
弄		nòng	zrobić; załatwić; naprawić	
着		zháo	dotknąć; poczuć; być dotkniętym; zapalić się; palić się; zasnąć  partykuła oznaczająca czynność zakończoną sukcesem	
醒		xǐng	obudzić się	
再说		zàishuō	pomówmy o tym później; poza tym	
空调		kōngtiáo	klimatyzacja	
一直		yìzhí	ciągle; zawsze; bez przerwy	
熟		shú	znać; znać się; dojrzały; gotowy	
临街		línjiē	być zwróconym ku ulicy	
站		zhàn	stacja; stać; zatrzymać się	
睡着		shuìzháo	spać; zasnąć	
办法		bànfǎ	sposób; metoda	
坏		huài	zepsuty; zepsuć	
夜		yè	noc	
办事		bànshì	załatwiać sprawy; pracować	
日子		rìzi	a (calendar) date; days of (someone's) life; day; date	
办		bàn	to do; to manage; to handle; to go about; to run; to set up; to deal with	
花		huā	to spend (money, time); cost	
级		jí	poziom; stopień; ranga; krok	
葡萄酒		pútáojiǔ	wino z winogron	
求		qiú	szukać; prosić; żądać	
仅仅		jǐnjǐn	ledwo; tylko	
很难说		hěn nánshuō	trudno powiedzieć	
