Phrase	Grammar	Transcription	Translation	Notes
饭馆		fànguǎn	restauracja	
好吃		hǎochī	smaczny	
便宜		piányi	tani	
菜谱		càipǔ	menu	
头疼		tóu téng	mieć ból głowy	
点		diǎn	zamówić (potrawę)	
拿手		náshǒu	fachowy	
炒烤牛肉		chǎokǎo niúròu	smażony rostbef	
味儿		wèir	smak	
腻		nì	oleisty	
挺		tǐng	dość; bardzo	
辣		là	pikantny; ostry	
一 ... 就 ...		yī ... jiù ...	gdy tylko	
尖椒苦瓜		jiānjiāo kǔguā	gruszka balsamiczna smażona z papryką	
苦		kǔ	gorzki	
甜		tián	słodki	
京酱肉丝		jīngjiàng ròusī	wieprzowina w sosie po Pekińsku	
地道		dìdao	oryginalny	
风味		fēngwèi	posmak	
糖醋里脊		táng cù lǐji	polędwica na słodko-kwaśno	
酸		suān	kwaśny	
酸辣汤		suānlà tāng	zupa kwaśno-pikantna	
冰镇		bīngzhèn	mrożony	
果汁		guǒzhī	sok owocowy	
凉快		liángkuài	chłodny	
环境		huánjìng	okolica; środowisko	
舒适		shūshì	wygodny	
附近		fùjìn	bliska okolica; w pobliżu	
热情		rèqíng	ciepły	
周到		zhōudào	zadowalający	
味道		wèidao	smak	
确实		quèshí	naprawdę; prawdziwy	
咸		xián	słony	
够		goù	dosyć; wystarczy	
想到		xiǎngdào	pomyśleć o; przypomnieć sobie	
脸		liǎn	twarz	
干净		gānjìng	czysty	
总是		zǒngshì	zawsze	
经常		jīngcháng	zwykle; na codzień	
难过		nánguò	smucić się; przeżywać żałobę	
跳		tiào	skakać	
句子		jùzi	zdanie	
肚子		dùzi	brzuch	
