Phrase	Grammar	Transcription	Translation	Notes
猜		cāi	zgadywać	
一定		yídìng	na pewno; z pewnością	
聪明		cōngming	mądry	
希望		xīwàng	mieć nadzieję; nadzieja	
流利		liúlì	biegły	
公司		gōngsī	przedsiębiorstwo	
派		pài	posłać	
先		xiān	najpierw	
然后		ránhòu	następnie	
发音		fāyīn	wymowa; wymawiać	
关照		guānzhào	zatroszczyć się; zaopiekować się	
同屋		tóngwū	współlokator; mieszkać w tym samym pokoju	
结束		jiéshù	zakończyć	
一边		yìbiān	jednocześnie	
京剧		jīngjù	opera Pekińska	
从来		cónglái	zawsze; bez przerwy	
段		duàn	-	klasyfikator to tac
华价		huáqiáo	emigrant chiński; Chińczyk mieszkający za granicą	
职员		zhíyuán	urzędnik	
特别		tèbié	szczególnie; szczególny; specjalny	
为了		wèile	aby; żeby	
谈话		tán huà	rozmawiać	
哦		ó	o, naprawdę?; o, czyżby?	
姑娘		gūniang	dziewczyna	
暑假		shǔjià	wakacje letnie	
到时候		dào shíhou	gdy nadszedł czas	
情况		qíngkuàng	okoliczności; sytuacja	
口语		kǒuyǔ	język potoczny; język mówiony; plotka	
练习		liànxí	ćwiczenie	
弹吉他		tán jítā	grać na gitarze	
专心		zhuānxīn	skupić się; skoncentrować się; koncentracja	
家务		jiāwù	obowiązki domowe	
减肥		jiǎnféi	odchudzać się	
参观		cānguān	rozejrzeć się; obejrzeć; odwiedzić	
