Phrase	Grammar	Transcription	Translation	Notes
差不多		chàbuduō	prawie	
建议		jiànyì	proponować; sugerować; polecać; propozycja; sugestia; rekomendacja	
挤		jǐ	tłoczny; ściskać	
歇		xiē	odpoczywać	
打车		dǎchē	wziąć taksówkę	
主意		zhǔyi	plan; pomysł; decyzja	
路		lù	droga	
倒		dǎo	zmienić	
千万		qiānwàn	trzeba być całkowicie pewnym	
堵车		dǔchē	korek uliczny	
市区		shìqū	obszar miejski; centrum miasta	
沿途		yántú	wzdłóż drogi; pobocze drogi	
热闹		rènao	ożywiony	
邀请		yāoqǐng	zaprosić	
周末		zhōumò	weekend	
技术		jìshù	technologia; technika; umiejętność	
敢		gǎn	mieć odwagę; odważyć się	
决定		juédìng	zdecydować się; postanowić	
做客		zuòkè	być gościem	
停		tíng	zatrzymać się	
地图		dìtú	mapa	
好像		hǎoxiàng	tak jakby; wyglądać jak	
腻		nì	mieć dość czegoś; być czymś zmęczonym	
啦		la	-   partykuła modalna	
动		dòng	poruszać; zmienić; użyć	
天天		tiāntiān	codziennie	
最后		zuìhòu	w końcu; ostatecznie	
西瓜		xīguā	melon	
电视剧		diànshìjù	teatr telewizji; serial	
