Phrase	Grammar	Transcription	Translation	Notes
ἐστί			jest	
λέγει			mówi	
οἰκεῖ			mieszka	
πονεῖ			pracuje	
φιλεῖ			kocha	
χαίρει			cieszy się	
ὁ ἀγρός			pole	
ὁ ἄνθρωπος			człowiek	
ὁ αὐτουργός			rolnik	
ὁ οἶκος			dom	
ὁ πόνος			trud	
ὁ σῖτος			zboże	
καλός			piękny	
μακρός			długi; duży	
μικρός			mały	
πολύς			liczny	
ἐν ταῖς Ἀθήναις			w Atenach	
οὐ			nie	
οὖν			zatem	
ἀλλά			ale	
γάρ			więc	
καί			i	
δέ			lecz	
Ἀθηναῖος			ateńczyk	
ἐν τοῖς ἀγροῖς			na wsi	
γεωργεῖ			uprawia	
τὸν κλῆρον			swoje gospodarstwo	
χαλεπὸς			znojny	
ὁ βίος			życie	
ἀεὶ			zawsze	
πολλάκις			często	
στενάζει			wzdycha	
ὦ Ζεῦ			o Zeusie	
ἀπέραντος			bez końca	
παρέχει			dostarcza	
ἰσχυρός			silny	
ἄοκνος			energiczny	
ἐλεύθερος			wolny	
ἱκανόν			wystarczająco	
αἴρει			podnosi	
βαδίζει			idzie	
καθίζει			siedzi	
φέρει			niesie	
ὁ ἥλιος			słońce	
ὁ χρόνος			czas	
αὐτόν			jego	
ἰσχυρός			silny	
χαλεπός			trudny	
πρός			do; ku	
ἐν τῷ ἀγρῷ			na polu	
σκάπτει			kopie	
τοὺς λίθους			kamienie	
ἐκ τοῦ ἀγροῦ			z pola	
μέγαν			duży	
τὸ ἕρμα			stos kamieni	
πολὺν χρόνον			długo	
μάλα κάμνει			jest bardzo zmęczony	
φλέγει			praży	
κατατρίβει			nuży	
ὑπὸ τῷ δένδρῳ			pod drzewem	
ἡσυχάζει			odpoczywa	
δι' ὀλίγου			wkrótce	
ἐπαίρει ἑαυτὸν			podnosi się	
τέλος			w końcu	
καταδύνει			zachodzi	
οὐκέτι			już nie	
ὀκνεῖ			wzdraga się	
πάντα			wszystko	
χωρεῖ			porusza się	
οὐδὲν			nic	
μένει			trwa	
ἅγιον			święty	
εὐαγγέλιον			dobra wiadomość	
κατὰ			według	
