Phrase	Grammar	Transcription	Translation	Notes
اِسْم			imię	
جِنْسِيَّة			narodowość	
مصري			egipski	
تاريخ الميلاد			data urodzenia	
مَكان الميلاد			miejsce urodzenia	
القاهرة			Kair	
سوريَّة			syryjska	
دِمَشْق			Damaszek	
أَهلاً			cześć	
يا			o!	
أَهْلاً بِك			cześć ci	
كَيْف			jak	
كَيْف الحال؟			Jak się masz?	
أَنا			ja	
بِخَيْر			dobrze	
كَيْف حالَك؟			Jak się masz?	
الحَمْدُ لِلّه			dzięki Bogu	
كُلّ شَيْء			wszystko	
تَمام			dobrze	
هَؤُلاء			ci	
أصْدِقَائي			moi przyjaciele	
هَذا			ten	
وَ			i; a	
هَذِهِ			ta	
تَشَرَّفْنا			to zaszczyt	
أَهْلاً وَسَهْلاً!			Witaj!	
ما			co	
ما اِسْمَك؟			Jak się nazywasz?	
اِسْمي			nazywam się	
مِن أَيْنَ			skąd	
أَنْتُم			wy	
نَحْنُ			my	
مِن			z	
الأُرْدُنّ			Jordania	
فِلَسْطينيَّة			palestyńska	
هَل			czy	
أَنْتَ			ty	
إنْكْليزي			angielski	
لا			nie	
أَلْماني			niemiecki	
تَتَكَلَّم			mówisz	
عَرَبي			arabski	
نَعَم			tak	
أَدْرُس			uczę się	
في			w	
ألْمانْيا			Niemcy	
أُحِبّ			lubię	
لُغة			język	
جَيِّداً			dobrze	
شُكْراً جَزيلاً			dziękuję bardzo	
فُرْصة سَعيدة			cieszę się	
مَع السَّلامة			do widzenia	
إلى اللِّقاء			do zobaczenia	
إن شاء اللّه			jeśli taka będzie wola Boska	
