Phrase	Grammar	Transcription	Translation	Notes
今年		jīnnián	w tym roku	
年		nián	rok	
岁		suì	mieć ... lat	
怎么样		zěnmeyàng	jak się ma ...	
今天		jīntiān	dzisiaj	
课		kè	lekcja	
星期		xīngqī	tydzień	
上午		shàngwǔ	rano; przedpołudnie	
上		shàng	nad; poprzedni	
下午		xiàwǔ	popołudnie	
下		xià	pod; następny	
星期日		xīngqīrì	niedziela	
号		hào	data	
生日		shēngrì	urodziny	
生		shēng	urodzić się	
多大		duōdà	ile ma lat?	
多		duō	ile?	
大		dà	dorosły; mieć ileś lat	
出生		chūshēng	urodzić się	
出		chū	wyjść na zewnątrz	
属		shǔ	być spod znaku	
聚会		jùhuì	przyjęcie; impreza	
会		huì	spotkanie	
祝贺		zhùhè	gratulować; winszować	
祝		zhù	życzyć	
参加		cānjiā	brać udział; być obecnym	
了		le	(partykuła modalna/aspektu)	
吃		chī	jeść	
蛋糕		dàngāo	tort	
蛋		dàn	jajko	
糕		gāo	ciasto	
买		mǎi	kupować	
瓶		píng	butelka	
红葡萄酒		hóng pútao jiǔ	czerwone wino	
红		hóng	czerwony	
葡萄		pútao	winogrona	
酒		jiǔ	wino; alkohol	
宋华		Sòng Huá	Song Hua	nazwisko studenta
北京		Běijīng	Pekin	
快乐		kuàilè	szczęśliwy	
漂亮		piàoliang	piękny; ładny	
烤鸭		kǎoyā	pieczona kaczka	
鸭		yā	kaczka	
喝		hē	pić	
再		zài	znowu	
寿面		shòumiàn	(urodzinowy) makaron długowieczności	
面		miàn	makaron	
晚上		wǎnshang	wieczór	
中餐		zhōngcān	chińskie potrawy	
西餐		xīcān	zachodnie potrawy	
茶		chá	herbata	
可乐		kělè	Cola	
雪碧		xuěbì	Sprite	
啤酒		píjiǔ	piwo	
汉堡		hànbǎo	hamburger	
热狗		règǒu	hotdog	
面包		miànbāo	chleb	
牛奶		niúnǎi	mleko	
米饭		mǐfàn	(ugotowany) ryż	
