Phrase	Grammar	Transcription	Translation	Notes
太太|tàitai||Mrs.; madam|||NPCR-38
嫁|jià||(of a women) to marry|||NPCR-38
新婚|xīnhūn||newly-married|||NPCR-38
幸福|xìngfú||happy|||NPCR-38
政府|zhèngfǔ||government|||NPCR-38
登记|dēngjì||to register|||NPCR-38
结婚证|jiéhūnzhèng||marriage certificate|||NPCR-38
喜糖|xǐtáng||wedding sweets (or candies)|||NPCR-38
举行|jǔxíng||to hold (a meeting, ceremony, etc)|||NPCR-38
婚礼|hūnlǐ||wedding ceremony|||NPCR-38
贴|tiē||to stick; to paste|||NPCR-38
红双喜字|hóngshuāngxǐzi||the red 囍 character|||NPCR-38
双喜|shuāngxǐ||double happiness|||NPCR-38
双|shuāng||pair|||NPCR-38
新娘|xīnniáng||bride|||NPCR-38
花轿|huājiào||bridal sedan chair|||NPCR-38
宴席|yànxí||banquet; feast|||NPCR-38
客人|kèren||guest|||NPCR-38
教堂|jiàotáng||church; cathedral|||NPCR-38
亲戚|qīnqi||relative|||NPCR-38
表姐|biǎojiě||older female cousin|||NPCR-38
只是|zhǐshì||only; just|||NPCR-38
岳父|yuèfù||father-in-law (the wife's father)|||NPCR-38
岳母|yuèmǔ||mother-in-law (the wife's mother)|||NPCR-38
杰克|jiékè||Jack (the name of a character in this textbook; an Australian man)|||NPCR-38
李玉兰|lǐyùlán||Li Yulan (name of a character in this textbook; a Chinese girl)|||NPCR-38
开口|kāikǒu||to open one's mouth; to start to talk (frequently about something embarrassing)|||NPCR-38
口|kǒu||mouth|||NPCR-38
商量|shāngliang||to discuss; to talk over|||NPCR-38
俩|liǎ||(Coll.) two (people)|||NPCR-38
脑筋|nǎojīn||brain; mind; way of thinking|||NPCR-38
规矩|guīju||rules; customs; manners|||NPCR-38
生气|shēngqì||to get angry|||NPCR-38
大事|dàshì||important matter; major issue|||NPCR-38
邻居|línjū||neighbour|||NPCR-38
胡同|hútòng||lane; alley|||NPCR-38
批评|pīpíng||to criticize|||NPCR-38
决定|juédìng||to decide; to make up one's mind|||NPCR-38
厨师|chúshī||cook; chef|||NPCR-38
姑爷|gūye||son-in-law|||NPCR-38
悉尼|xīní||Sydney|||NPCR-38
庆祝|qìngzhù||to celebrate|||NPCR-38
走马灯|zǒumǎdēng||lantern with revolving paper-cut figures|||NPCR-38
灯|dēng||lamp; lantern|||NPCR-38
对联|duìlián||antithetical couplet|||NPCR-38
上联|shànglián||the first line of a couplet|||NPCR-38
下联|xiàlián||the second line of a couplet|||NPCR-38
熄(灯)|xīdēng||to put out (a lamp)|||NPCR-38
对|duì||to match|||NPCR-38
旗子|qízi||flag; banner|||NPCR-38
虎|hǔ||tiger|||NPCR-38
飘扬|piāoyáng||to flutter; to fly|||NPCR-38
飞虎旗|fēihǔqí||flying tiger banner|||NPCR-38
卷|juǎn||to roll up|||NPCR-38
藏|cáng||to hide|||NPCR-38
中榜|zhòngbǎng||one's name is published in the list of successful candidates or applicants|||NPCR-38
宋代|sòngdài||Song Dynasty|||NPCR-38
王安石|wángānshí||Wang Anshi (a well-known Chinese statesman and writer of the Song Dynasty)|||NPCR-38
