Phrase	Grammar	Transcription	Translation	Notes
埋单|máidān||(Coll.) to pay a bill|||NPCR-37
晚饭|wǎnfàn||supper; dinner|||NPCR-37
越  越|yuèyuè||the more|| the more|NPCR-37
餐厅|cāntīng||dining hall; dining room|||NPCR-37
味道|wèidao||taste; flavor|||NPCR-37
账单|zhàngdān||bill|||NPCR-37
账|zhàng||account; bill|||NPCR-37
单|dān||list|||NPCR-37
回|huí||(measure word for things or the times of an action)|||NPCR-37
抢|qiǎng||to snatch; to make efforts to be the first; to fight for|||NPCR-37
约|yuē||to ask/invite in advance|||NPCR-37
由|yóu||by|||NPCR-37
明白|míngbai||to understand; to realize|||NPCR-37
AA制|aazhì||(to go) dutch|||NPCR-37
请客|qǐngkè||to invite sb. (to dinner), usually with the intention to pay|||NPCR-37
笑话|xiàohua||joke|||NPCR-37
球场|qiúchǎng||ground or court for ball games|||NPCR-37
橄榄球|gǎnlǎnqiú||American football|||NPCR-37
添|tiān||to add; to increase|||NPCR-37
大方|dàfang||generous|||NPCR-37
事先|shìxiān||in advance; beforehand|||NPCR-37
最后|zuìhòu||final; last|||NPCR-37
羊肉|yángròu||mutton|||NPCR-37
班|bān||class|||NPCR-37
烤全羊|kǎoquányáng||whole roasted lamb|||NPCR-37
按|àn||according to|||NPCR-37
抬|tái||to lift; to raise|||NPCR-37
举|jǔ||to hold up; to raise|||NPCR-37
酒杯|jiǔbēi||wine cup|||NPCR-37
民歌|míngē||folk song|||NPCR-37
饭店|fàndiàn||hotel|||NPCR-37
首先|shǒuxiān||first of all; firstly|||NPCR-37
敬酒|jìngjiǔ||to politely offer a cup of wine; to propose a toast|||NPCR-37
敬|jìng||to respect; to politely offer|||NPCR-37
受|shòu||to receive|||NPCR-37
尊敬|zūnjìng||to respect; to honor|||NPCR-37
然后|ránhòu||then; after that|||NPCR-37
接着|jiēzhe||to follow; to carry on/then|||NPCR-37
愉快|yúkuài||joyful; cheerful|||NPCR-37
蒙族|měngzú||Mongolian ethnic group|||NPCR-37
新疆|xīnjiāng||Xinjiang (an autonomous region of China)|||NPCR-37
竹子|zhúzi||bamboo|||NPCR-37
主人|zhǔrén||master|||NPCR-37
阿姨|āyí||house maid|||NPCR-37
肉丝炒竹笋|ròusīchǎozhúsǔn||stir-fried shredded pork with bamboo shoots|||NPCR-37
肉丝|ròusī||shredded pork|||NPCR-37
炒|chǎo||to stir-fry|||NPCR-37
竹笋|zhúsǔn||bamboo shoot|||NPCR-37
词典|cídiǎn||dictionary|||NPCR-37
挖|wā||to dig|||NPCR-37
计划生育|jìhuàshēngyù||family planning|||NPCR-37
计划|jìhuà||to plan|||NPCR-37
生育|shēngyù||to give birth to|||NPCR-37
优生优育|yōushēngyōuyù||healthy birth and sound care|||NPCR-37
优|yōu||excellent|||NPCR-37
巧云|qiǎoyún||Qiaoyun (name of a young maid)|||NPCR-37
