Phrase	Grammar	Transcription	Translation	Notes
季节|jìjié||season|||NPCR-36
季|jì||season|||NPCR-36
气候|qìhòu||climate|||NPCR-36
复杂|fùzá||complicated|||NPCR-36
热带|rèdài||torrid zone; the tropics|||NPCR-36
寒带|hándài||frigid zone; the arctic|||NPCR-36
各|gè||each; every|||NPCR-36
暖气|nuǎnqì||heating|||NPCR-36
羽绒服|yǔróngfú||down coat|||NPCR-36
有时候|yǒushíhou||sometimes|||NPCR-36
有时|yǒushí||sometimes|||NPCR-36
动|dòng||to move|||NPCR-36
裙子|qúnzi||skirt|||NPCR-36
最好|zuìhǎo||had better; it would be best|||NPCR-36
凉快|liángkuai||cool|||NPCR-36
了|liǎo||to end up|||NPCR-36
除了  以外|chúleyǐwài||except; besides|||NPCR-36
路线|lùxiàn||route; itinerary|||NPCR-36
草原|cǎoyuán||grassland|||NPCR-36
选择|xuǎnzé||to select/choice|||NPCR-36
江南|jiāngnán||south of the Changjiang river|||NPCR-36
内蒙|nèiměng||Inner Mongolia|||NPCR-36
东北|dōngběi||the Northeast|||NPCR-36
现代|xiàndài||modern|||NPCR-36
伟大|wěidà||great|||NPCR-36
诗人|shīrén||poet|||NPCR-36
小时候|xiǎoshíhou||in one's childhood|||NPCR-36
背|bèi||to recite from memory|||NPCR-36
床前明月光|chuángqiánmíngyuèguāng||'In front of the bed, the light of the moon shines bright.'|||NPCR-36
疑是地上霜|yíshìdìshàngshuāng||'(I) suspect (it) is frost on the ground.'|||NPCR-36
举头望明月|jǔtóuwàngmíngyuè||'(I) raise (my) head and gaze at the bright moon.'|||NPCR-36
低头思故乡|dītóusīgùxiāng||'(I) lower my head and think of (my) beloved hometown.'|||NPCR-36
熟|shú||familiar|||NPCR-36
页|yè||page|||NPCR-36
家书抵万金|jiāshūdǐwànjīn||'A letter from home is worth a fortune in gold.'|||NPCR-36
珍贵|zhēnguì||valuable; precious|||NPCR-36
封|fēng||(measure word for letters)|||NPCR-36
唐诗选|tángshīxuǎn||Selected Tang Poems|||NPCR-36
杜甫|dùfǔ||Du Fu (a great poet of the Tang Dynasty)|||NPCR-36
莎士比亚|shāshìbǐyà||William Shakespeare|||NPCR-36
僧敲月下门|sēngqiāoyuèxiàmén||'A monk knocks on a gate under the moon(light).'|||NPCR-36
敲|qiāo||to knock|||NPCR-36
毛驴|máolǘ||donkey|||NPCR-36
描写|miáoxiě||to describe|||NPCR-36
鸟宿池边树|niǎosùchíbiānshù||'A bird spends the night on a tree by the side of the pool.'|||NPCR-36
鸟|niǎo||bird|||NPCR-36
寺庙|sìmiào||temple|||NPCR-36
推|tuī||to push|||NPCR-36
轿子|jiàozi||sedan chair|||NPCR-36
经过|jīngguò||to pass, to go through|||NPCR-36
官|guān||government official|||NPCR-36
拉|lā||to pull; to drag|||NPCR-36
思考|sīkǎo||to think deeply|||NPCR-36
贾岛|jiǎdǎo||Jia Dao (a Chinese poet of the Tang Dynasty)|||NPCR-36
