Phrase	Grammar	Transcription	Translation	Notes
醋|cù||vinegar|||NPCR-53
瞪眼|dèngyǎn||to glare; to stare|||NPCR-53
瞪|dèng||to open wide; to stare|||NPCR-53
供应|gōngyìng||to accomodate; to provide|||NPCR-53
油|yóu||oil|||NPCR-53
盐|yán||salt|||NPCR-53
通知|tōngzhī||to inform; to notify|||NPCR-53
陈醋|chéncù||mature vinegar|||NPCR-53
陈|chén||old|||NPCR-53
户|hù||door; family|||NPCR-53
酸菜|suāncài||pickled Chinese cabbage; Chinese sauerkraut|||NPCR-53
酸|suān||acid|||NPCR-53
白菜|báicài||cabbage|||NPCR-53
杨树|yángshù||poplar|||NPCR-53
说亲|shuōqīn||to act as a matchmaker|||NPCR-53
缸|gāng||crock; urn; vat|||NPCR-53
家底|jiādǐ||family property accumulated over a long time; resources|||NPCR-53
厚|hòu||thick; deep; large|||NPCR-53
白肉|báiròu||plain boiled pork|||NPCR-53
下面|xiàmiàn||to cook noodles in boiling water|||NPCR-53
杂|zá||miscellaneous; mixed; sundry|||NPCR-53
淡|dàn||not salty|||NPCR-53
真正|zhēnzhèng||genuine; true; real|||NPCR-53
没法|méifǎ||can do nothing about it; can't help it|||NPCR-53
芋头口肉|yùtoukòuròu||taro cooked with pork|||NPCR-53
芋头|yùtou||taro|||NPCR-53
甜食|tiánshí||sweet food|||NPCR-53
白薯|báishǔ||sweet potato|||NPCR-53
苦瓜|kǔguā||balsam pear|||NPCR-53
农贸市场|nóngmāoshìchǎng||market for farm produce|||NPCR-53
属于|shǔyú||to belong to; to be part of|||NPCR-53
细菜|xìcài||vegetable out of season and in short supply|||NPCR-53
价格|jiàgé||price|||NPCR-53
口味|kǒuwèi||taste|||NPCR-53
味|wèi||taste; flavour; sapor|||NPCR-53
由此可见|yóucǐkějiàn||this shows; can thus see|||NPCR-53
由此|yóucǐ||from this; herefrom|||NPCR-53
鱼腥草|yúxīngcǎo||cordate houttuynia|||NPCR-53
腥|xīng||having the smell of fish|||NPCR-53
倒|dào||(indicating concession)|||NPCR-53
根|gēn||long thin piece|||NPCR-53
不要紧|búyàojǐn||not be serious; not matter|||NPCR-53
要紧|yàojǐn||important; be serious|||NPCR-53
强烈|qiángliè||strong; intense; violent|||NPCR-53
辣椒|làjiāo||hot pepper; capsicum; chilli|||NPCR-53
线|xiàn||line; thread|||NPCR-53
灶|zào||kitchen range; cooking stove|||NPCR-53
不得了|bùdéliǎo||(of degrees) extremely; exceedingly|||NPCR-53
麻|má||feeling slight prickles or tremors (of tongue)|||NPCR-53
花椒|huājiāo||Chinese prickly ash; seed of such plant|||NPCR-53
麻婆豆腐|mápódòufu||pockmarked grandma's bean curd|||NPCR-53
豆腐|dòufu||bean curd|||NPCR-53
捣|dǎo||to smash; to pug|||NPCR-53
碎|suì||broken; fragmentary|||NPCR-53
咸|xián||salted; salty|||NPCR-53
性格|xìnggé||character|||NPCR-53
地域|dìyù||region; district|||NPCR-53
大体|dàtǐ||roughly; more or less|||NPCR-53
有关|yǒuguān||to relate to; to have sth. to do with; related; relevant|||NPCR-53
炸|zhá||to fry|||NPCR-53
臭豆腐干|chòudòufugān||preserved dry bean curd with a strong, distinctive flavour|||NPCR-53
臭|chòu||smelly; foul|||NPCR-53
