Phrase	Grammar	Transcription	Translation	Notes
头痛医脚|tóutòngyījiǎo||treat the foot when the head hurts|||NPCR-49
痛|tòng||to ache|||NPCR-49
医|yī||to treat/doctor; medical science|||NPCR-49
脚|jiǎo||foot|||NPCR-49
胃病|wèibìng||stomach trouble; gastric disease|||NPCR-49
胃|wèi||stomach|||NPCR-49
劝|quàn||to advise; to persaude|||NPCR-49
中医|zhōngyī||traditional Chinese medical science; doctor of traditional Chinese medicine|||NPCR-49
病人|bìngrén||patient|||NPCR-49
手腕|shǒuwàn||wrist|||NPCR-49
号脉|hàomài||to feel the pulse|||NPCR-49
号|hào||to examine; to feel|||NPCR-49
脉|mài||pulse|||NPCR-49
西医|xīyī||Western medicine; doctor of Western medicine|||NPCR-49
听诊器|tīngzhěnqì||stethoscope|||NPCR-49
听诊|tīngzhěn||auscultation|||NPCR-49
器|qì||appliance; implement; utensil|||NPCR-49
信息|xìnxī||information|||NPCR-49
气色|qìsè||complexion; colour|||NPCR-49
理论|lǐlùn||theory|||NPCR-49
大夫|dàifu||doctor|||NPCR-49
医学|yīxué||medical science|||NPCR-49
重视|zhòngshì||to attach importance to; to think highly of|||NPCR-49
结合|jiéhé||to combine; to integrate|||NPCR-49
化验|huàyàn||to do a laboratory test; to have a chemical or physical examination|||NPCR-49
机器|jīqì||machine|||NPCR-49
器官|qìguān||organ; apparatus|||NPCR-49
零件|língjiàn||spare part; component (of a machine)|||NPCR-49
修理|xiūlǐ||to repair; to mend|||NPCR-49
整体|zhěngtǐ||whole; entirety|||NPCR-49
整|zhěng||whole|||NPCR-49
体|tǐ||body|||NPCR-49
某|mǒu||certain; some|||NPCR-49
肝|gān||liver|||NPCR-49
治|zhì||to treat (a disease); to cure|||NPCR-49
按摩|ànmó||to massage|||NPCR-49
脚指头|jiǎozhǐtou||toe|||NPCR-49
指头|zhǐtou||toe|||NPCR-49
肯|kěn||to be willing to|||NPCR-49
正好|zhènghǎo||happen to/just right|||NPCR-49
舌头|shétou||tongue|||NPCR-49
开药方|kāiyàofāng||to write a prescription|||NPCR-49
药方|yàofāng||prescription|||NPCR-49
要紧|yàojǐn||serious; important|||NPCR-49
紧张|jǐnzhāng||tense; nervous|||NPCR-49
山楂|shānzhā||(Chinese) hawthorn|||NPCR-49
运动|yùndòng||to do physical exercise|||NPCR-49
简直|jiǎnzhí||simply; at all|||NPCR-49
消化|xiāohuà||to digest|||NPCR-49
自|zì||from|||NPCR-49
动物|dòngwù||animal|||NPCR-49
矿物|kuàngwù||mineral|||NPCR-49
利用|lìyòng||to make use of; to utilize|||NPCR-49
独特|dútè||unique; distinctive|||NPCR-49
针灸|zhēnjiǔ||acupuncture|||NPCR-49
气功|qìgōng||qigong, a traditional Chinese system of deep breathing exercises|||NPCR-49
同仁堂|tóngréntáng||Tongren Medicine Shop (a famous pharmacy of Traditional Chinese medicine)|||NPCR-49
讳疾忌医|huìjíjìyī||hide one's sickness for fear of treatment; conceal one's faults for fear of criticism|||NPCR-49
国王|guówáng||king|||NPCR-49
王宫|wánggōng||imperial palace|||NPCR-49
皮肤|pífū||skin|||NPCR-49
医术|yīshù||medical skill|||NPCR-49
大臣|dàchén||minister|||NPCR-49
肌肉|jīròu||muscle|||NPCR-49
肠|cháng||intestines|||NPCR-49
热敷|rèfū||to apply a hot compress|||NPCR-49
承认|chéngrèn||to recognize; to admit|||NPCR-49
骨髓|gǔsuǐ||bone marrow|||NPCR-49
发作|fāzuò||to break out; to show the effects of|||NPCR-49
扁鹊|biǎnquè||Bian Que (a well-known Chinese doctor of the Warring States Period)|||NPCR-49
战国|zhànguó||the Warring States (475 - 221 B.C.)|||NPCR-49
艾滋病|àizībìng||AIDS|||NPCR-49
