Phrase	Grammar	Transcription	Translation	Notes
片|pàin||scene or wide expanse; slice|||NPCR-52
烟|yān||smoke|||NPCR-52
废墟|fèixū||ruins; debris|||NPCR-52
发生|fāshēng||to happen; to occur; to take place|||NPCR-52
房东|fángdōng||landlord|||NPCR-52
谢天谢地|xiètiānxièdì||thank God|||NPCR-52
烧伤|shāoshāng||burn|||NPCR-52
烧|shāo||to burn|||NPCR-52
清醒|qīngxǐng||clear-headed; to regain consciousness|||NPCR-52
醒|xǐng||to wake up; to regain consciousness|||NPCR-52
光|guāng||used up; nothing left|||NPCR-52
安慰|ānwèi||to comfort; console|||NPCR-52
赔偿|péicháng||to compensate; to pay for; compensation|||NPCR-52
勉强|miǎnqiǎng||reluctant; to do with difficulty|||NPCR-52
财产|cáichǎn||wealth|||NPCR-52
博士|bóshì||doctor|||NPCR-52
服装设计|fúzhuāngshèjì||dress design|||NPCR-52
服装|fúzhuāng||clothing; costume|||NPCR-52
设计|shèjì||to design|||NPCR-52
硕士|shuòshì||master|||NPCR-52
学位|xuéwèi||academic degree|||NPCR-52
奖学金|jiǎngxuéjīn||fellowship; scholarship|||NPCR-52
节省|jiéshěng||to save|||NPCR-52
攒|zǎn||to accumulate; to save money|||NPCR-52
自费|zìfèi||at one's own expense|||NPCR-52
剩|shèng||to remain; to be left (over)|||NPCR-52
从头|cóngtóu||from the beginning|||NPCR-52
预|yù||beforehand; in advance|||NPCR-52
退|tuì||to move back; to return|||NPCR-52
原来|yuánlái||former; formerly; originally|||NPCR-52
窗帘|chuānglián||curtain; window curtain|||NPCR-52
床罩|chuángzhào||bedspread; counterpane|||NPCR-52
罩|zhào||to cover; cover|||NPCR-52
儿童|értóng||children|||NPCR-52
黑人|hēirén||Black (person)|||NPCR-52
总而言之|zǒngéryánzhī||in brief; altogether; to sum up|||NPCR-52
算是|suànshì||regard as; count as|||NPCR-52
病友|bìngyǒu||people who become friends in hospital; wardmate|||NPCR-52
馅饼|xiànbǐng||pie|||NPCR-52
馅|xiàn||stuffing|||NPCR-52
包子|bāozi||steamed stuffed bun|||NPCR-52
喊|hǎn||to shout; to yell; to cry out|||NPCR-52
感动|gǎndòng||to be affected; to be moved|||NPCR-52
留|liú||to leave behind|||NPCR-52
自杀|zìshā||to commit suicide|||NPCR-52
杀|shā||to kill|||NPCR-52
因此|yīncǐ||thereby; therefore; thus; hence|||NPCR-52
并|bìng||and|||NPCR-52
坚强|jiānqiáng||strong; staunch|||NPCR-52
论文|lùnwén||thesis; paper|||NPCR-52
抢救|qiǎngjiù||to rescue; to salvage|||NPCR-52
救|jiù||to save|||NPCR-52
只好|zhǐhǎo||to have no choice but to...|||NPCR-52
耽误|dānwu||to delay; to hold up|||NPCR-52
推迟|tuīchí||to suspend; to defer|||NPCR-52
然而|ránér||however; nevertheless; whereas|||NPCR-52
庆祝|qìngzhù||to celebrate; celebration|||NPCR-52
拆|chāi||to dismantle; to remove|||NPCR-52
一病不起|yíbìngbùqǐ||to fall ill and never recover|||NPCR-52
感到|gǎndào||to feel|||NPCR-52
由于|yóuyú||because; for; due to; owing to; as a result of|||NPCR-52
破产|pòchǎn||to go bankrupt|||NPCR-52
因而|yīnér||as a result; thus|||NPCR-52
绝望|juéwàng||to despair; in despair|||NPCR-52
答复|dáfù||to reply|||NPCR-52
重新|chóngxīn||afresh; again|||NPCR-52
奋斗|fèndòu||to strive; to struggle|||NPCR-52
勇气|yǒngqì||courage|||NPCR-52
不禁|bùjīn||cannot help doing sth.|||NPCR-52
紧|jǐn||tight|||NPCR-52
拥抱|yōngbào||embrace; to hug|||NPCR-52
情人节|qíngrénjié||Valentine's Day|||NPCR-52
情人|qíngrén||sweetheart|||NPCR-52
李志强|lǐzhìqiáng||Li Zhiqiang (name of a person)|||NPCR-52
汤米|tāngmǐ||Tommy (name of a person)|||NPCR-52
悲哀|bēiāi||grieved; sorrowful|||NPCR-52
情感|qínggǎn||emotion; feeling|||NPCR-52
沉|chén||to sink|||NPCR-52
位置|wèizhì||place; position|||NPCR-52
虚荣|xūróng||vanity; peacocky|||NPCR-52
驾驶|jiàshǐ||to drive; to pilot|||NPCR-52
驾|jì||to drive; to harness|||NPCR-52
驶|shǐ||to drive; to sail|||NPCR-52
拒绝|jùjué||to refuse; to reject|||NPCR-52
湿|shī||damp; wet|||NPCR-52
透|tòu||fully|||NPCR-52
弄|nòng||to do; to deal with; to handle|||NPCR-52
呆|dāi||to stay|||NPCR-52
亲切|qīnqiè||cordial; kindly|||NPCR-52
呼唤|hūhuàn||to call|||NPCR-52
岸|àn||bank; shop|||NPCR-52
悄悄|qiāoqiāo||quietly; silently|||NPCR-52
收拾|shōushi||to tidy up|||NPCR-52
卫生|wèishēng||sanitation|||NPCR-52
电冰箱|diànbīngxiāng||refrigerator|||NPCR-52
电饭锅|diànfànguō||electric rice cooker|||NPCR-52
电熨斗|diànyùndǒu||electric iron|||NPCR-52
男主外，女主内|nánzhǔwàinǚzhǔnèi||men go out to work while women stay at home to do the housework|||NPCR-52
打交道|dǎjiāodào||to contact with; to have dealings with|||NPCR-52
煤气|méiqì||gas|||NPCR-52
清洁剂|qīngjiéjì||cleanser|||NPCR-52
刷|shuā||to brush|||NPCR-52
皮肤|pífū||skin|||NPCR-52
天将|tiānjiàng||general in Heaven|||NPCR-52
天帝|tiāndì||the God of Heaven|||NPCR-52
外孙女|wàisūnnǚ||daughter's daughter|||NPCR-52
天宫|tiānggōng||heavenly palace|||NPCR-52
伤心|shāngxīn||sad; heart-broken|||NPCR-52
求情|qiúqíng||to plead; to be for mercy|||NPCR-52
银河|yínhé||the Milky Way|||NPCR-52
隔|gé||to seperate|||NPCR-52
喜鹊|xǐquè||magpie|||NPCR-52
牛郎|niúláng||Cowherd in the legend "the Cowherd and the Weaving-girl"|||NPCR-52
织女|zhīnǚ||Weaving-girl in the legend "the Cowherd and the Weaving-girl"|||NPCR-52
织|zhī||to weave; to knit|||NPCR-52
