Phrase	Grammar	Transcription	Translation	Notes
记|jì||to remember; to bear in mind|||NPCR-18
错|cuò||wrong; erroneous|||NPCR-18
包裹|bāoguǒ||parcel; package|||NPCR-18
些|xiē||some|||NPCR-18
英文|yīngwén||English|||NPCR-18
词典|cídiǎn||dictionary|||NPCR-18
旧|jiù||old; past; used|||NPCR-18
包|bāo||to wrap|||NPCR-18
往|wǎng||to; toward|||NPCR-18
航空|hángkōng||aviation|||NPCR-18
空|kōng||sky; air|||NPCR-18
海运|hǎiyùn||sea transportation; ocean shipping; ocean freight|||NPCR-18
海|hǎi||sea; big lake|||NPCR-18
邮费|yóufèi||postage|||NPCR-18
费|fèi||fee; expenses; charge|||NPCR-18
取|qǔ||to take; to get; to fetch|||NPCR-18
通知单|tōngzhīdān||advice note; letter of notice|||NPCR-18
通知|tōngzhī||to notify; to inform/notification|||NPCR-18
单|dān||sheet, paper|||NPCR-18
海关|hǎiguān||customhouse; customs|||NPCR-18
别|bié||don't|||NPCR-18
护照|hùzhào||passport|||NPCR-18
客气|kèqi||polite; courteous|||NPCR-18
建国门|jiànguómén||Jianguo Men (a place in Beijing)|||NPCR-18
门|mén||door; gate; entrance|||NPCR-18
路|lù||route|||NPCR-18
公共汽车|gōnggòngqìchē||bus|||NPCR-18
公共|gōnggòng||public; common; communal|||NPCR-18
汽车|qìchē||automobile; motor vehicle; car|||NPCR-18
车|chē||vehicle|||NPCR-18
经过|jīngguò||to pass; to go through; to go by|||NPCR-18
好像|hǎoxiàng||to seem; to be like|||NPCR-18
像|xiàng||to seem; to look as if; to appear|||NPCR-18
咱们|zánmen||we, us|||NPCR-18
售票员|shòupiàoyuán||ticket seller, conductor|||NPCR-18
票|piào||ticket|||NPCR-18
大家|dàjiā||all; everybody|||NPCR-18
里(边)|lǐbian||in; inside; within|||NPCR-18
站|zhàn||station; stop|||NPCR-18
乘客|chéngkè||passenger|||NPCR-18
乘|chéng||to ride|||NPCR-18
客|kè||visitor; guest|||NPCR-18
地铁|dìtiě||underground railway; subway|||NPCR-18
放心|fàngxīn||to set one's mind at rest; to be at ease; to feel relieved|||NPCR-18
糟糕|zāogāo||in a wretched state; in a mess; too bad|||NPCR-18
前门|qiánmén||Qianmen (a place in Beijing)|||NPCR-18
公斤|gōngjīn||kilogram (kg.)|||NPCR-18
邮票|yóupiào||stamp|||NPCR-18
纪念|jìniàn||to commemorate|||NPCR-18
然后|ránhòu||then|||NPCR-18
准备|zhǔnbèi||preparation/to prepare; to get ready|||NPCR-18
聪明|cōngming||clever; bright|||NPCR-18
儿子|érzi||son|||NPCR-18
封|fēng||(measure word for letter)|||NPCR-18
信封|xìnfēng||envelope|||NPCR-18
贴|tiē||to stick; to paste|||NPCR-18
孙子|sūnzi||grandson|||NPCR-18
