Phrase	Grammar	Transcription	Translation	Notes
daha			jeszcze	
cam			szkło; szklany	
ince			cienki	
hava			powietrze; atmosfera; pogoda	
amaç			cel	
her			każdy	
her biri			każdy z nich	
her birimiz			każdy z nas	
hiç			żaden	
hiç bir şey			nic; żaden	
hiç biri			żaden z nich	
hiç birimiz			żaden z nas	
pencere			okno	
akşam			wieczór	
bu akşam			dziś wieczorem	
akşamları			wieczorami	
akşamleyin			wieczorem	
sabah			poranek	
bu sabah			dziś rano	
sabahları			rano; porankami	
sabahleyin			rano	
hâyır			nie	
siyah			czarny	
herkes			wszyscy; każdy	
sıcak			gorący; upał; gorąco	
ağaç			drzewo	
ağız			usta	
dağ			góra	
değil			nie	
değil mi?			czyż nie?	
diğer			inny	
hangi			który?; jaki?; co za?	
gazete			gazeta	
geniş			obszerny; przestronny	
gök			niebo	
göz			oko	
gün			dzień; doba	
bugün			dzisiaj	
gündüz			w ciągu dnia	
gündüzün			w ciągu dnia	
güpegündüz			w biały dzień	
gündüzleri			dniami; w ciągu dnia	
güneş			słońce	
güzel			piękny; pięknie	
soğuk			zimny; zimno	
bay			pan	
bayan			pani	
bey			pan	
beyefendi			proszę pana	
hanım			pani; kobieta; żona	
hanımefendi			proszę pani	
küçük hanım			panienko	
hoşça kalın			pozostań szczęśliwie	
güle güle			do widzenia; szczęśliwej drogi	
Ne var ne yok?			Co nowego?; Co słychać?	
(Yeni) Bir şey yok.			Nic (nowego) nie ma.	
İyilik güzellik.			Wszystko dobrze.	
Bir şey değil!			Nie ma o czym mówić!	odpowiedź na podziękowanie lub przeprosiny
hamdolsun			dzięki Bogu	
oğul			syn	
çocuk			dziecko; chłopczyk	
Nasılsınız?			Jak się macie?	
Teşekkür ederim iyiyim.			Dziękuję, mam się dobrze.	
Çok fenayım.			Mam się bardzo źle.	
Hanımefendi nasıldır?			Jak się miewa Pańska matka/żona?	
Hamdolsun o da iyidir.			Dzięki Bogu i ona ma się dobrze.	
bir			jeden	
iki			dwa	
üç			trzy	
dört			cztery	
beş			pięć	
altı			sześć	
yedi			siedem	
sekiz			osiem	
dokuz			dziewięć	
on			dziesięć	
yirmi			dwadzieścia	
otuz			trzydzieści	
kırk			czterdzieści	
elli			pięćdziesiąt	
altmış			sześćdziesiąt	
yetmiş			siedemdziesiąt	
seksen			osiemdziesiąt	
doksan			dziewięćdziesiąt	
yüz			sto	
bin			tysiąc	
bir milyon			milion	
bir milyar			miliard	
güneşli			słoneczny	
boy			wzrost; rozmiar	
uzun boylu			wysokiego wzrostu	
kısa boylu			niskiego wzrostu	
Amerıkalı			amerykanin	
hayır			dobro	
sabahınız hayır olsun!			dzień dobry!	rano
şehir			miasto	
şehirli			mieszcznin; mieszkaniec miasto	
üniversite			uniwersytet	
üniversiteli			student (uniwersytecki)	
mektep			szkoła	
mektepli			uczeń	
nereli			skąd pochodzisz?	
bahçe			ogród	
buralı			tutejszy	
oralı			tamtejszy	
işsiz			bezrobotny	
orta			środek; średni	
tarih			historia; data	
tarihli			datowany	
(5 Mart) tarihli gazete			gazeta z (5 marca)	
Kaç numaralı (ev)?			Jaki numer (domu)?	
5 numaralı (ev)			(dom) numer 5	
karanlık			ciemność; mrok; ciemny	
fakat			ale; jednak	
aydınlık			światłość; jasny	
tahta			tablica	
yazı			list; notatka; artykuł	
yazı tahtası			tablica szkolna	
öğretmen			nauczyciel	
muallim			nauczyciel	
öğrenci			uczeń	
talebe			uczeń	
Neler yok!			Czego tylko nie ma!	
filân			i tak dalej; i tym podobne	
falan			itp; itd
eylül			wrzesień	
grup			grupa	
bütün			cały	
kütüphane			biblioteka	
çiçek			kwiatek	
burası			tutaj	
asker			żołnierz	
sivil			cywil	
veya			albo	
veyahut			albo	
orası			tam	
neresi			gdzie?
