Phrase	Grammar	Transcription	Translation	Notes
مظبوط		maẓbūṭ	dokładnie; właśnie	
نمرة تليفونك كام؟		Nimrit tilifōnak kam?	Jaki jest numer twojego telefonu?	
تمام		tamām	świetnie; doskonale	
مطعم		maṭʿam	restauracja	
لو سمحت		law samaḥt	proszę; jeśli nie masz nic przeciwko	
العفو		el-ʿafw	proszę bardzo; nie ma za co	
أيّ خدمة		ayy ḫidma	W czym mogę pomóc?	
عيادة		ʿiyāda	klinika; przychodnia	
موجود		mawgūd	obecny	
اتفضّل دلوقتي		ətfaḍḍal dilwaʾti	Proszę wejść teraz	
لا مش موجود		lā, miš mawgūd	nie, nie ma; nie, nie jest obecny	
نصّ		nuṣṣ	połowa	
ربع		rubʿ	ćwierć	
تلت		tilt	jedna trzecia	
السّاعة كام دلوقتي		Əs-sāʿa kam dilwaʾti?	Która jest teraz godzina?	
بالظبت		bəẓẓabt	dokładnie	
ساعتي مش مظبوطة		sāʿti miš maẓbūṭa	Mój zegarek źle chodzi	
دلوقتي		dilwaʾti	teraz	
حوالي		ḥawāli	około	
ساعتك كام؟		Sāʿtak kam?	Którą masz godzinę?	
التاريخ		ət-tārīḫ	data	
المدينة		əl-madīna	miasto	
شركة طيران		širkit ṭayarān	linia lotnicza	
امتى؟		əmta?	kiedy?	
نمرة الرحلة		nimrit ər-riḥla	numer lotu	
