Phrase	Grammar	Transcription	Translation	Notes
sich bedanken			dziękować	
beenden			zakończyć	
der Bruder			brat	
berichten			zawiadomić; informować	
danken			dziękować	
deutlich	a		wyraźny	
direkt			bezpośredni; bezpośrednio	
dürfen			móc; mieć pozwolenie	
sich entschuldigen für etwas			przepraszać za coś	
erwarten			oczekiwać; spodziewać się	
die Familie			rodzina	
fern			daleki	
das Fernamt			centrala międzymiastowa	
sich fühlen			czuć się	
genau			dokładny	
der Genosse			towarzysz	
die Genossin			towarzyszka	
das Gespräch			rozmowa	
der Großvater			dziadek	
die Großmutter			babka	
grüßen			pozdrawiać	
immer			zawsze	
sich interessieren für etwas			interesować się czymś	
der Kognak			koniak	
die Kollegin			koleżanka	
die Mutter			matka	
der Professor			profesor	
der Nachmittag			popołudnie	14-18 Uhr
nie			nigdy	
der Onkel			wujek	
der Satz			zdanie	
der Schneider			krawiec	
die Schwester			siostra	
der Sohn			syn	
sich setzen			siadać	
die Tante			ciotka	
die Tochter			córka	
unbedingt			koniecznie	
undeutlich			niewyraźny	
unterbrechen			przerywać	
der Vater			ojciec	
verbinden			połączyć	
vorstellen			przedstawiać	
die Vorwahlnummer			numer kierunkowy	
wählen			wybierać	
wiederholen			powtarzać	
wohl			dobrze	
wunderbar			cudowny; cudownie	
