Phrase	Grammar	Transcription	Translation	Notes
شنبه		šambe	sobota	
یک شنبه		yekšambe	niedziela	
دو شنبه		došambe	poniedziałek	
سه شنبه		sešambe	wtorek	
چهارشنبه		čahāršambe	środa	
پنجشنبه		panjšambe	czwartek	
جمعه		jomʿe	piątek	
اتاق غذاخوری		otāq-e qazāxori	jadalnia	
اتاق		otāq	pokój; izba	
آشپزخانه		āšpazxāne	kuchnia	
حوله		howle	ręcznik	
رعد		raʿd	grom	
ساختمان		sāxtemān	budynek	
شاعر		šāʿer	poeta	
شوهر		šowhar	mąż	
صابون		sābun	mydło	
صدا		sedā	głos; dźwięk	
صدای رعد		sedā-ye raʿd	dźwięk gromu	
صدای گاو		sedā-ye gāv	muczenie krowy	
صدای گربه		sedā-ye gorbe	miauczenie kota	
صندلی		sandali	krzesło	
طوطی		tuti	papuga	
عقاب		oqāb	orzeł	
نظامی		nezāmi	wojskowy	
