Phrase	Grammar	Transcription	Translation	Notes
加速		jiāsù	przyspieszać	
调整		tiáozhěng	dostosować	
气		qì	gaz; powietrze; zapach; pogoda; oddech; rozzłościć (się)	
自动挡		zìdòngdǎng	automatyczna skrzynia biegów	
电池		diànchí	bateria; akumulator	
刹车		shāchē	hamować	
刹车闸		shāchē zhá	pedał hamulca	
坏		huài	zły; zepsuty	
前保险杠		qián bǎoxiǎn'gàng	zderzak	
车		chē	wóz; pojazd	
换档		huàndǎng	zmieniać bieg	
收费		shōufèi	pobierać opłatę	
查		chá	badać; sprawdzać	
离合器		líhéqì	sprzęgło	
离合器踏板		líhéqì tàbǎn	pedał sprzęgła	
合同		hétong	umowa	
冷却液		lěngquè yè	płyn w chłodnicy	
信用卡		xìnyòng kǎ	karta kredytowa	
仪表盘		yíbiǎopán	panel; dashboard	
押金		yājīn	kaucja; depozyt	
禁止驶入		jìnzhǐ shǐrù	zakaz wstępu	
驾照		jiàzhào	prawo jazdy	
驾驶执入		jiàshǐ zhí rù	prawo jazdy	
空		kōng	powietrze; niebo; pusty; daremny	
发动机油		fādòngjī yóu	olej silnikowy	
足		zú	stopa; wystarczyć	
加		jiā	dodać	
瘪		biě	nie napompowany; pusty; zapadnięty	
油量表		yóuliàngbiǎo	wskaźnik paliwa	
汽油		qìyóu	paliwo; benzyna	
油门		yóumén	pedał gazu; akcelerator	
加油站		jiāyóu zhàn	stacja paliw	
换档杆		huàndànggǎn	dźwignia zmiany biegów	
手套箱		shǒutào xiāng	schowek na rękawiczki	
手闸		shǒuzhá	hamulec ręczny	
前灯		qiándēng	światła przednie	
前大灯		qiándàdēng	światła przednie	
高光灯		gāoguāngdēng	długie światła	
高速公路		gāosù gōnglù	autostrada	
高速公路入口		gāosùgōnglù rùkǒu	wjazd na autostradę	
发动机盖		fādòngjī gài	maska samochodu	
喇叭		lǎba	głośnik; trąba	
点火器		diǎnhuǒ qì	włącznik zapłonu	
包括		bāokuò	składać się z	
保险		bǎoxiǎn	ubezpieczenie	
千斤顶		qiān jīn dǐng	podnośnik	
公里		gōnglǐ	kilometr	
漏油		lòuyóu	wyciek oleju	
左反光镜		zuǒ fǎn guāng jìng	lewe lusterko	
汽车号牌		qìchē hào pái	tablica rejestracyjna	
限制		xiànzhì	ograniczać	
立升		lìshēng	litr	
低		dī	obniżyć	
手排挡		shǒu páidǎng	manualna skrzynia biegów	
里程		lǐchéng	przebieg	
空档		kōngdàng	bieg jałowy	
禁止鸣喇叭		jìnzhǐ míng lǎbā	zakaz używania klaksonu	
禁止左转弯		jìnzhǐ zuǒ zhuànwān	zakaz skrętu w lewo	
禁止停车		jìnzhǐ tíngchē	zakaz parkowania	
禁止超车		jìnzhǐ chāochē	zakaz wyprzedzania	
禁止机动车通行		jìnzhǐ jīdòngchē tōngxíng	przejazd wzbroniony	
禁止通行		jìnzhǐ tōngxíng	zakaz wjazdu	
禁止调头		jìnzhǐ diàotóu	zakaz zawracania	
现在		xiànzài	obecny; współczesny; teraz	
里程表		lǐchéngbiǎo	licznik	
过热		guòrè	przegrzać się	
停车		tíngchē	zatrzymać samochód; zaparkować	
停车场		tíngchē chǎng	parking	
零件		língjiàn	części zapasowe	
付帐		fùzhàng	płacić	
按		àn	nacisnąć	
挂一档		guàyīdàng	włączyć pierwszy bieg	
铁路道口		tiělù dàokǒu	przejazd kolejowy	
后视镜		hòushìjìng	lusterko wsteczne	
规则		guīzé	przepisy	
租		zū	czynsz; opłata za wynajem; podatek	
租一天		zū yītiān	opłata za wynajem na jeden dzień	
修		xiū	ozdabiać; naprawiać	
倒档		dàodàng	bieg wsteczny	
右		yòu	prawy	
向右转弯		xiàng yòu zhuànwān	zakręt w prawo	
道路变窄		dàolù biàn zhǎi	droga się zwęża	
安全带		ānquán dài	pas bezpieczeństwa	
向左急转弯		xiàng zuǒ jí zhuànwān	ostry zakręt w lewo	
签字		qiānzì	podpisać	
路滑		lùhuá	śliska jezdnia	
备用		bèiyòng	zapasowy	
限制速度		xiàn zhì sùdù	ograniczenie prędkości	
速度表		sùdù biǎo	prędkościomierz	
抛锚		pāomáo	kotwica	
起动		qǐdòng	uruchomić	
点火		diǎnhuǒ	zapalić	
方向盘		fāngxiàng pán	kierownica	
踩		cǎi	nadepnąć; nastąpić na	
熄火		xīhuǒ	zgasić	
油箱		yóuxiāng	zbiornik na olej	
轮胎		lúntāi	opona	
拖走		tuōzǒu	odholować	
拖车		tuōchē	holować	
注意交通信号灯		zhùyì jiāotōng xìnhàodēng	zwracać uwagę na sygnalizację świetlną	
交通标志		jiāotōng biāozhì	znak drogowy	
变速箱润滑油		biànsùxiāng rùnhuá yóu	olej przekładniowy	
后备箱		hòubèixiāng	bagażnik	
转向灯		zhuànxiàngdēng	kierunkowskaz	
双向交通		shuāng xiàng jiāotōng	ruch dwukierunkowy	
施工		shīgōng	budowa	
无铅		wúqiān	bezołowiowy	
挡风玻璃		dǎng fèng bōli	przednia szyba	
雨刷		yǔshuā	wycieraczka	
擦		cā	wycierać	
打不着火		dǎ bù zhuóhuǒ	nie chce zapalić	o samochodzie
减速让行		jiǎnsù ràng xíng	ustąp pierwszeństwa	
