Phrase	Grammar	Transcription	Translation	Notes
أَيْنَ		ayna	gdzie	
عَلَى		ʿalā	na	
غُرفَةٌ		ġurfa	pokój	
الحَمَّامُ		al-ḥammām	łazienka	
المَطْبَخُ		al-maṭbaḫ	kuchnia	
فِي		fī	w	
السَّمَاءُ		as-samāʾ	niebo	
الفَصْلُ		al-faṣl	klasa	
المِرْخَاضُ		al-mirḫāḍ	toaleta	
مِنْ		min	z	
إِلَى		ilā	do	
اليَابَانُ		al-Yābān	Japonia	
الصِّينُ		aṣ-Ṣīn	Chiny	
الهِنْدُ		al-Hind	India	
الفِلِبِينُ		al-Filibīn	Filipiny	
المُدِيرُ		al-mudīr	dyrektor	
المَدْرَسَةُ		al-madrasa	szkoła	
السُّوقُ		as-sūq	targowisko	
الجَامِعَةُ		al-jāmiʿa	uniwersytet	
