Phrase	Grammar	Transcription	Translation	Notes
ده باب		Da bāb	To są drzwi	
ده فصل		Da faṣl	To jest klasa	
ده طالب		Da ṭālib	To jest student	
ده مدرّس		Da mudarris	To jest nauczyciel	
ده سبت		Da sabat	To jest kosz	
ده كتاب		Da kitāb	To jest książka	
ده قلم		Da qalam	To jest pióro	
ده كرسي		Da kursi	To jest krzesło	
ده شبّاك		Da šubbāk	To jest okno	
دي ساعة		Dī sāʿa	To jest zegarek	
دي حيطة		Dī ḥīṭa	To jest ściana	
دي كرّاسة		Dī karrāsa	To jest zeszyt	
دي مدرّسة		Dī mudarrisa	To jest nauczycielka	
دي طالبة		Dī ṭāliba	To jest studentka	
دي ترابيزة		Dī tarābēza	To jest stół	
دي سبّورة		Dī sabbūra	To jest tablica	
دي شمسيّة		Dī šamsiyya	To jest parasolka	
دي محفظة		Dī maḥfaẓa	To jest portfel	
دي نضّارة		Dī naḍḍāra	To jest szklanka	
دي مجلّة		Dī magalla	To jest czasopismo	
دي كاميرة		Dī kāmīra	To jest aparat fotograficzny	
ده جوانتي		Da guwāntī	To jest rękawiczka	
