Phrase	Grammar	Transcription	Translation	Notes
فوق		fōq	nad; ponad	
تحت		taḥt	pod	
على		ʿalā	na	
قدام		ʾuddām	przed	
ورا		warā	za; z tyłu	
شوكة		šūka	widelec	
سكّينة		sikkīna	nóż	
معلقة		maʿlaʾa	łyżka	
تلّاجة		tallāga	lodówka	
أقلام		aʾlām	pióra do pisania	
صور		ṣuwar	obrazki; obrazy	
مفتاح		muftāḥ	klucz	
مفاتيح		mafātīḥ	klucze	
دور		dōr	piętro	
شارع		šāriʿ	ulica	
منطقة		manṭiʾa	dzielnica	
شقّة جديدة		šaʾʾa gidīda	nowe mieszkanie	
عمارة		ʿimāra	budynek	
مبروك		mabrūk	gratulacje	
مين؟		mīn?	kto?	
فين؟		fēn?	gdzie?	
أنهي؟		anhi?	który?	
كام؟		kam?	ile?	
بوسطة		bosṭa	poczta	
كشك سجاير		košk sagāyer	kiosk z papierosami	
فين بالظبط؟		fēn biẓẓabṭ?	gdzie dokładnie?	
