Phrase	Grammar	Transcription	Translation	Notes
آنجا		ānjā	tam	
اینجا		injā	tutaj	
باختر		bāxtar	zachód	
بسته		baste	zamknięty	
بوته		bute	krzak	
پنجره		panjere	okno	
پنچ		panj	pięć	
پیر		pir	stary	
تازه		tāze	nowy	
جنوب		janub	południe	
جوان		javān	młody	
چهار		čahār	cztery	
هیوان		heyvān	zwierzę	
خانه		xāne	dom	
خانواده		xānevāde	rodzina	
خاور		xāvar	wschód	
خوب		xub	dobry	
دانشجو		dānešju	student	
دختر		doxtar	dziewczynka	
درخت		deraxt	drzewo	
دست و پا		dast-o pā	ręce i nogi	
دوست		dust	przyjaciel	
سبز		sabz	zielony	
سرخ		sorx	czerwony	
سه		se	trzy	
شب		šab	wieczór; noc	
شب و روز		šab-o ruz	w dzień i w nocy	
شش		šeš	sześć	
نخیر		naxeyr	nie	
و		va	i	
هر دو		har do	oboje	
هر دو پا		har do pā	obie nogi	
هر سه		har se	wszystkie trzy	
هر سه شب		har se šab	wszystkie trzy noce	
