Phrase	Grammar	Transcription	Translation	Notes
آهن		āhan	żelazo	
بد		bad	zły; źle	
بدن		badan	ciało	
برادر		barādar	brat	
بهار		bahār	wiosna	
بهتر		behtar	lepiej	
پتو		patu	koc	
پدر		pedar	ojciec	
پنیر		panir	ser	
پیراهن		pirāhan	suknia; koszula	
ترن		tren	pociąg	
تنها		tanhā	samotnie	
تهران		Tehrān	Teheran	
در		dar	drzwi	
دریا		daryā	morze	
دندان		dandān	ząb; zęby	
دنیا		donyā	świat	
ده		dah	dziesięć	
ده		deh	wieś	
دهان		dahān	usta	
دو		do	dwa	
رادیو		rādio	radio	
راه		rāh	droga	
راهرو		rāhrow	korytarz	
زبان		zabān	język	
زر		zar	złoto	
زرد		zard	żółty	
زن		zan	kobieta	
نثر		nasr	proza	
نهار		nahār	obiad	
هر		har	każdy	
هنوز		hanuz	nadal; jeszcze nie	
هوا		havā	powietrze; pogoda	
