Phrase	Grammar	Transcription	Translation	Notes
ақ			biały	
аудан			obszar	
еден			podłoga	
жақсы			dobry; dobrze	
жаман емес			nieźle; niezły	
жатыр			leży	
кімде			u kogo	
келеді			przyjdzie; przyjedzie	
кітап			książka	
қаз			gęś	
қай			który	
қайда			gdzie; dokąd	
қала			miasto	
қалам			pióro do pisania	
қар			śnieg	
қара			czarny; patrz	
қарақат			porzeczka	
қарт			starzec	
қарандаш			ołówek	
қашан			kiedy	
қыз			dziewczynka	
қызыл			czerwony	
қыс			zima	
мектеп			szkoła	
ол			on; ona; ono	
тақта			tablica	
сағат			zegarek	
ғалым			uczony	
қағаз			papier	
маған			mnie	
ағаш			drzewo	
аға			starszy brat	
балға			młotek	
іні			młodszy brat	
керек			trzeba	
жаға			brzeg; kołnierz	
іл			powieś	
болды			był; wystarczy	
торғай			wróbel	
тоғыз			dziewięć	
қазір			teraz	
