Phrase	Grammar	Transcription	Translation	Notes
结束		jiéshù	zakończenie; kończyć; zamykać	
名胜		míngshèng	ciekawe miejsce; punkt widokowy	
古迹		gǔjī	miejsce historyczne	
比		bǐ	porównywać; zestawiać; stosunek	
建议		jiànyì	proponowac; sugerować; polecać; propozycja; sugestia; rekomendacja	
还		hái	także; ponadto; jeszcze; poza tym	
凉快		liángkuai	chłodny	
预报		yùbào	prognoza	
方便		fāngbiàn	dogodny	
最好		zuìhǎo	najlepiej, jeśli	
伴		bàn	towarzysz	
互相		hùxiāng	nawzajem	
帮助		bāngzhù	pomoc; pomagać	
壮		zhuàng	wzmacniać; silny; wytrzymały	
一样		yíyàng	tak samo	
希望		xīwàng	mieć nadzieję; chcieć, żeby	
同意		tóngyì	zgadzać się	
办		bàn	robić; zarządzać; radzić sobie z	
国外		guówài	zagranica; zagraniczny	
生活		shēnghuó	życie; aktywność	
国内		guónèi	krajowy; wewnętrzny; cywilny	
方面		fāngmiàn	aspekt; cecha	
确实		quèshí	rzeczywiście; naprawdę; godny zaufania; prawdziwy	
对		duì	dla; o	
感兴趣		gǎn xìngqù	być zainteresowanym	
依我看		yī wǒ kàn	moim zdaniem	
河		hé	rzeka	
深		shēn	głęboki	
容易		róngyì	łatwy	
千		qiān	tysiąc	
饭店		fàndiàn	restauracja; hotel	
商量		shāngliang	omówić; przedyskutować	
船		chuán	łódź; statek	
