Phrase	Grammar	Transcription	Translation	Notes
提		tí	podnieść; wspomnieć	
被		bèi	za pomocą	
三轮车		sānlúnchē	trójkołówka; trajka	
撞		zhuàng	uderzyć; napotkać	
倒		dǎo	upaść; załamać się; obalić; zbankrutować	
胳膊		gēbo	ramię	
腿		tuǐ	noga	
青		qīng	niebieskozielony	
倒霉		dǎoméi	mieć pecha	
小心		xiǎoxīn	ostrożny	
像话		xiànghuà	odpowiedni	
透		tòu	niezwykle	
叫		jiào	przy pomocy	
小偷		xiǎotōu	złodziej	
偷		tōu	kraść	
丢		diū	zgubić; odłożyć; wyrzucić	
气		qì	rozzłościć się; zdenerwować się	
考		kǎo	zbadać; sprawdzić; przetestować	
听力		tīnglì	słuch	
复习		fùxí	powtórzyć; przejrzeć ponownie	
咳		hāi	westchnięcie	
连也		liányě	nawet	
让		ràng	prze pomocy	
摔		shuāi	rzucić na ziemię; upaść	
录音		lùyīn	nagranie dźwięku	
主意		zhǔyi	plan; pomysł; decyzja	
批评		pīpíng	krytykować; krytyka	
顿		dùn	-	klasyfikator posiłków, potraw
警察		jǐngchá	policja; policjant; policjantka	
抓		zhuā	schwytać; złapać; aresztować; zatrzymać	
师傅		shīfu	majster; mistrz	
玩具		wánjù	zabawka	
淋湿		línshī	mokry; wilgotny; przemoczyć; zmoczyć	
