Phrase	Grammar	Transcription	Translation	Notes
想		xiǎng	myśleć; wierzyć; chcieć; tęsknić	
随身听		suíshēntīng	walkman	
给		gěi	dla; dać	marker strony biernej
左右		zuǒyòu	około; mniej więcej	
牌子		páizi	metka; marka	
质量		zhìliàng	jakość; masa (w fizyce)	
又		yòu	znowu; także; i ... i ...; jeszcze raz	
价钱		jiàqian	cena	
便宜		piányi	tani; niedrogi	
样子		yàngzi	wygląd	
好看		hǎokàn	ładny; przystojny	
双		shuāng	para; dwa; obydwa; podwójny	
号		hào	rozmiar	
可以		kěyǐ	móc; możliwy; można	
有点儿		yǒudiǎnr	nieco; trochę	
一点儿		yìdiǎnr	trochę	
合适		héshì	odpowiedni; pasujący	
件		jiàn	-	klasyfikator rzeczy, ubrań, przedmiotów
白		bái	biały; śnieżny; pusty; jasny; przejrzysty; czysty; bezpłatny	
真丝		zhēnsī	prawdziwy jedwab	
衬衣		chènyī	koszula	
颜色		yánsè	kolor	
只		zhǐ	tylko; jedynie	
种		zhǒng	rodzaj; typ; rasa; odmiana; sadzić; gatunek (w taksonomii)	
用		yòng	używać	
算		suàn	uważać za; traktować jako; liczyć; obliczać	
条		tiáo	pasmo; rzecz	klasyfikator długich, cienkich rzeczy (tasiemka, rzeka itp.)
裤子		kùzi	spodnie	
乱		luàn	bałaganiarski; pogmatwany; nieuporządkowany	
老		lǎo	stary	prefix oznaczający dobrą znajomość, koleżeński stosunek
带		dài	zabrać ze sobą; nosić	
雨伞		yǔsǎn	parasol	
试		shì	testować; próbować; eksperyment; badanie; test	
