Phrase	Grammar	Transcription	Translation	Notes
礼轻情意重|lǐqīngqíngyìzhòng||The gift is trifling, but the sentiment is profound.|||NPCR-28
轻|qīng||light|||NPCR-28
情意|qíngyì||affection|||NPCR-28
节日|jiérì||festival|||NPCR-28
准备|zhǔnbèi||to prepare|||NPCR-28
月饼|yuèbǐng||moon cake|||NPCR-28
饼|bǐng||cake|||NPCR-28
水果|shuǐguǒ||fruit|||NPCR-28
啤酒|píjiǔ||beer|||NPCR-28
赏|shǎng||to admire; to enjoy|||NPCR-28
纪念品|jìniànpǐn||souvenir|||NPCR-28
纪念|jìniàn||to commemorate|||NPCR-28
品|pǐn||article, product|||NPCR-28
希望|xīwàng||to hope/hope|||NPCR-28
毛笔|máobǐ||writing brush|||NPCR-28
毛|máo||hair; feather; down|||NPCR-28
文房四宝|wénfángsìbǎo||the four treasures of the study|||NPCR-28
宝|bǎo||treasure|||NPCR-28
之一|zhīyī||one of|||NPCR-28
名牌|míngpái||famous brand|||NPCR-28
牌(子)|páizi||brand|||NPCR-28
书法|shūfǎ||calligraphy|||NPCR-28
围巾|wéijīn||scarf|||NPCR-28
围|wéi||to enclose|||NPCR-28
巾|jīn||a piece of cloth (a towel, scarf, kerchief, etc.)|||NPCR-28
戴|dài||to put on; to wear|||NPCR-28
那么|nàme||so; like that|||NPCR-28
收|shōu||to accept; to receive|||NPCR-28
小意思|xiǎoyìsi||just a small token|||NPCR-28
干杯|gānbēi||to drink a toast; Cheers!|||NPCR-28
干|gān||dry|||NPCR-28
杯(子)|bēizi||cup|||NPCR-28
月亮|yuèliang||moon|||NPCR-28
中秋节|zhōngqiūjié||the Mid-Autumn Festival|||NPCR-28
春节|chūnjié||Spring Festival, Chinese New Year|||NPCR-28
不过|búguò||however; but|||NPCR-28
称赞|chēngzàn||to praise|||NPCR-28
表示|biǎoshì||to show; to express/expression|||NPCR-28
感谢|gǎnxiè||to thank|||NPCR-28
尊重|zūnzhòng||to respect; to value|||NPCR-28
得到|dédào||to get|||NPCR-28
惊喜|jīngxǐ||pleasant surprise|||NPCR-28
惊|jīng||surprise|||NPCR-28
喜|xǐ||happy; delighted|||NPCR-28
别人|biéren||other people|||NPCR-28
一般|yìbān||general, ordinary|||NPCR-28
重要|zhòngyào||important|||NPCR-28
友谊|yǒuyì||friendship|||NPCR-28
担心|dānxīn||to worry|||NPCR-28
糖|táng||sweets; candy|||NPCR-28
特色|tèsè||characteristic; distinguishing feature|||NPCR-28
嫦娥奔月|chángébènyuè||Chang'e flying to the moon|||NPCR-28
嫦娥|chángé||Goddess of the Moon|||NPCR-28
唐朝|tángcháo||Tang Dynasty|||NPCR-28
古代|gǔdài||ancient times|||NPCR-28
神话|shénhuà||myth|||NPCR-28
月宫|yuègōng||the Lunar Palace|||NPCR-28
仙女|xiānnǚ||fairy, female immortal|||NPCR-28
原来|yuánlái||formerly; originally|||NPCR-28
人间|rénjiān||the human world|||NPCR-28
闻|wén||to smell|||NPCR-28
皇宫|huánggōng||palace|||NPCR-28
醒|xǐng||to wake up|||NPCR-28
团聚|tuánjù||to reunite; to gather together|||NPCR-28
唐明皇|tángmínghuáng||Emperor Tangminghuang (an emperor of the Tang Dynasty)|||NPCR-28
