Phrase	Grammar	Transcription	Translation	Notes
仍然|réngrán||still; yet|||NPCR-43
而|ér||(used to express coordination)|||NPCR-43
长衫|chángshān||long gown|||NPCR-43
惟一|wéiyī||only; sole|||NPCR-43
当时|dāngshí||then; at that time|||NPCR-43
读书人|dúshūrén||scholar|||NPCR-43
做工|zuògōng||to do manual work; to work|||NPCR-43
穷人|qióngrén||poor person; the poor|||NPCR-43
穷|qióng||poor|||NPCR-43
摆架子|bǎijiàzi||to put on airs|||NPCR-43
架子|jiàzi||airs; haughty manner|||NPCR-43
理解|lǐjiě||to understand; to comprehend|||NPCR-43
那么|nàme||then; in that case|||NPCR-43
讽刺|fěngcì||to satirize|||NPCR-43
揭露|jiēlù||to expose|||NPCR-43
解释|jiěshì||to explain|||NPCR-43
节目|jiémù||programme|||NPCR-43
相声|xiàngsheng||comic dialogue; crosstalk|||NPCR-43
个子|gèzi||height; stature|||NPCR-43
头发|tóufa||(human) hair|||NPCR-43
破|pò||broken; worn-out|||NPCR-43
柜台|guìtái||counter|||NPCR-43
伙计|huǒji||(old word) shop assisstant|||NPCR-43
写法|xiěfǎ||style of handwriting; the way of writing|||NPCR-43
可惜|kěxī||pitiful|||NPCR-43
孔乙己|kǒngyǐjǐ||Kong Yiji (name of a character in Lu Xun's short story)|||NPCR-43
鲁迅|lǔxùn||Lu Xun (a well-known modern Chinese writer)|||NPCR-43
咸亨酒店|xiánhēngjiǔdiàn||Xianheng Bar|||NPCR-43
酒店|jiǔdiàn||bar; restaurant; hotel|||NPCR-43
阿Q正传|āqzhèngzhuàn||The True Story of Ah Q|||NPCR-43
日记|rìjì||diary|||NPCR-43
话剧|huàjù||stage play; modern drama|||NPCR-43
电视剧|diànshìjù||television play; television series|||NPCR-43
还是|háishì||had better|||NPCR-43
作家|zuòjiā||writer|||NPCR-43
资料|zīliào||data; material|||NPCR-43
遗憾|yíhàn||regretful|||NPCR-43
组织|zǔzhī||to organize|||NPCR-43
宝库|bǎokù||treasure-house|||NPCR-43
讲解员|jiǎngjiěyuán||guide; narrator|||NPCR-43
讲解|jiǎngjiě||to explain|||NPCR-43
时代|shídài||times; era; epoch|||NPCR-43
铜把手|tóngbǎshou||bronze handle|||NPCR-43
铜|tóng||copper|||NPCR-43
把手|bǎshou||handle (of a door, window, suitcase, etc.)|||NPCR-43
似的|shìde||(a particle indicating similarity)|||NPCR-43
模型|móxíng||model|||NPCR-43
巴金|bājīn||Ba Jin (a well-known modern Chinese writer)|||NPCR-43
老舍|lǎoshě||Lao She (a well-known modern Chinese writer)|||NPCR-43
伯父|bófù||uncle (father's elder brother)|||NPCR-43
在世|zàishì||be living; exist|||NPCR-43
鼻子|bízi||nose|||NPCR-43
胡子|húzi||beard; moustache or whiskers|||NPCR-43
直|zhí||straight|||NPCR-43
扁|biǎn||flat|||NPCR-43
碰壁|pèngbì||to run up against a stone wall|||NPCR-43
碰|pèng||to touch; to bump|||NPCR-43
壁|bì||wall|||NPCR-43
小心|xiǎoxīn||careful; to take care; to be careful|||NPCR-43
硬|yìng||hard; solid|||NPCR-43
拉车|lāchē||to pull a cart or rickshaw|||NPCR-43
呻吟|shēnyín||to groan; to moan|||NPCR-43
玻璃|bōli||glass|||NPCR-43
扎|zhā||to prick, to stick into|||NPCR-43
脚心|jiǎoxīn||the underside of the arch (of the foot); arch|||NPCR-43
纱布|shābù||bandage; gauze|||NPCR-43
剩|shèng||to be left over; to remain|||NPCR-43
眼镜|yǎnjìng||glasses; spectacles|||NPCR-43
