Phrase	Grammar	Transcription	Translation	Notes
洋|yáng||foreign|||NPCR-42
农村|nóngcūn||rural area; countryside|||NPCR-42
年夜饭|niányèfàn||family reunion dinner on the lunar New Year's Eve|||NPCR-42
年夜|niányè||the lunar New Year's Eve|||NPCR-42
健康|jiànkāng||healthy|||NPCR-42
发财|fācái||to get rich; to make a fortune|||NPCR-42
发|fā||to make a fortune|||NPCR-42
财|cái||wealthy; money|||NPCR-42
万事如意|wànshìrúyì||realize all one's wishes|||NPCR-42
反而|fǎnér||on the contrary|||NPCR-42
尝|cháng||to taste, to try the flavour|||NPCR-42
红烧鱼|hóngshāoyú||fish braised in brown sauce|||NPCR-42
红烧|hóngshāo||to braise in soy sauce|||NPCR-42
鱼|yú||fish|||NPCR-42
肉|ròu||meat, pork|||NPCR-42
难道|nándào||(used in a rhetorical question for emphasis)|||NPCR-42
发音|fāyīn||to pronounce|||NPCR-42
结余|jiéyú||surplus|||NPCR-42
余|yú||surplus|||NPCR-42
手机|shǒujī||mobile phone|||NPCR-42
饺子|jiǎozi||dumpling|||NPCR-42
除夕|chúxī||New Year's Eve|||NPCR-42
守岁|shǒusuì||to stay up all night on New Year's Eve|||NPCR-42
随便|suíbiàn||casual; informal; random|||NPCR-42
放鞭炮|fàngbiānpào||to set off firecrackers|||NPCR-42
放|fàng||to set off|||NPCR-42
鞭炮|biānpào||firecrackers|||NPCR-42
禁止|jìnzhǐ||to prohibit, to ban|||NPCR-42
外地|wàidì||parts of the country other than where one is|||NPCR-42
春联|chūnlián||Spring Festival Couplets|||NPCR-42
窗花|chuānghuā||paper-cut for window decoration|||NPCR-42
尤其|yóuqí||especially|||NPCR-42
远亲不如近邻|yuǎnqīnbùrújìnlín||a close neighbour means more than a distant relative|||NPCR-42
四合院|sìhéyuàn||traditional residential compound with houses around a square courtyard|||NPCR-42
院(子)|yuànzi||courtyard|||NPCR-42
装|zhuāng||to load; to pack|||NPCR-42
卡车|kǎchē||lorry; truck|||NPCR-42
木(头)|mùtou||wood; log|||NPCR-42
水泥|shuǐní||cement|||NPCR-42
装修|zhuāngxiū||to fit up; to renovate|||NPCR-42
邻居|línjū||neighbour|||NPCR-42
卸|xiè||to unload; to discharge|||NPCR-42
干活|gànhuó||to work|||NPCR-42
趟|tàng||(measure word for trips)|||NPCR-42
笑话|xiàohua||to laugh at somebody / joke|||NPCR-42
犹豫|yóuyù||hesitate|||NPCR-42
推|tuī||to push|||NPCR-42
小车|xiǎochē||wheelbarrow|||NPCR-42
拍|pāi||to pat|||NPCR-42
连忙|liánmáng||promptly|||NPCR-42
声|shēng||(measure word for sounds)|||NPCR-42
拜年|bàinián||to pay a New Year's call|||NPCR-42
花生|huāshēng||peanut|||NPCR-42
梨|lí||pear|||NPCR-42
杏儿|xìngr||apricot|||NPCR-42
压岁钱|yāsuìqián||money given to children as a lunar New Year gift|||NPCR-42
年底|niándǐ||the end of the year|||NPCR-42
富|fù||rich|||NPCR-42
小康|xiǎokāng||relatively comfortable life|||NPCR-42
山沟|shāngōu||remote mountainous area|||NPCR-42
彩电|cǎidiàn||colour television|||NPCR-42
农业|nóngyè||agriculture|||NPCR-42
养蜂|yǎngfēng||to raise or keep bees|||NPCR-42
蜂蜜|fēngmì||honey|||NPCR-42
缺|quē||to be short of sth.; to lack sth.|||NPCR-42
