Phrase	Grammar	Transcription	Translation	Notes
精|jīng||smart, shrewd|||NPCR-44
睡衣|shuìyī||night attire, pyjamas|||NPCR-44
绣花|xiùhuā||to embroider|||NPCR-44
绣|xiù||to embroider|||NPCR-44
熊猫|xióngmāo||panda|||NPCR-44
熊|xióng||bear|||NPCR-44
猫|māo||cat|||NPCR-44
眼睛|yǎnjing||eye|||NPCR-44
圆|yuán||round|||NPCR-44
适合|shìhé||to suit; to fit|||NPCR-44
价钱|jiàqián||price|||NPCR-44
价|jià||price|||NPCR-44
相信|xiāngxìn||to believe in; to trust|||NPCR-44
梳子|shūzi||comb|||NPCR-44
梳|shū||to comb|||NPCR-44
镜子|jìngzi||mirror; looking glass|||NPCR-44
挑选|tiāoxuǎn||to choose; to select|||NPCR-44
挑|tiāo||to choose; to pick|||NPCR-44
选|xuǎn||to select, to elect|||NPCR-44
货|huò||goods; commodity|||NPCR-44
质量|zhìliàng||quality|||NPCR-44
直接|zhíjiē||direct|||NPCR-44
直|zhí||straight|||NPCR-44
工厂|gōngchǎng||factory; mill; plant|||NPCR-44
遍|biàn||all over, everywhere|||NPCR-44
砍价|kǎnjià||to bargain|||NPCR-44
砍|kǎn||to cut, to chop|||NPCR-44
厉害|lìhai||terrible; formiddable; serious|||NPCR-44
赚|zhuàn||to make a profit; to gain; to earn|||NPCR-44
赔本|péiběn||to sustain a loss in business|||NPCR-44
赔|péi||to stand a loss; to compensate|||NPCR-44
本|běn||capital; principle|||NPCR-44
蓝|lán||blue|||NPCR-44
胖|pàng||fat; stout|||NPCR-44
阿姨|āyí||term of address for any women one's mother's generation; auntie|||NPCR-44
文具店|wénjùdiàn||stationary shop|||NPCR-44
文具|wénjù||stationary|||NPCR-44
下岗|xiàgǎng||to be laid off|||NPCR-44
失去|shīqù||to lose|||NPCR-44
信心|xìnxīn||confidence|||NPCR-44
摊子|tānzi||vendor's stand; stall; booth|||NPCR-44
玩具|wánjù||toy|||NPCR-44
关门|guānmén||(of a shop, etc.) close|||NPCR-44
关|guān||to close|||NPCR-44
追|zhuī||to chase after|||NPCR-44
书包|shūbāo||schoolbag|||NPCR-44
保管|bǎoguǎn||to take care of|||NPCR-44
晚报|wǎnbào||evening paper|||NPCR-44
态度|tàidù||manner; attitude|||NPCR-44
附近|fùjìn||nearby; neighbouring|||NPCR-44
连锁店|liánsuǒdiàn||chain store|||NPCR-44
女工|nǚgōng||female worker|||NPCR-44
富裕|fùyù||prosperous; rich|||NPCR-44
富|fù||rich; wealthy|||NPCR-44
超(级)市(场)|chāojíshìchǎng||supermarket|||NPCR-44
超级|chāojí||super|||NPCR-44
市场|shìchǎng||market|||NPCR-44
老百姓|lǎobǎixìng||ordinary folk; common people|||NPCR-44
改革|gǎigé||to reform|||NPCR-44
开放|kāifàng||to lift a ban|||NPCR-44
凭|píng||go by; base on|||NPCR-44
粮票|liángpiào||food coupon|||NPCR-44
进口|jìnkǒu||to import|||NPCR-44
羡慕|xiànmù||to admire, to envy|||NPCR-44
电器|diànqì||electrical equipment|||NPCR-44
发愁|fāchóu||to worry, to be anxious|||NPCR-44
愁|chóu||to worry, to be anxious|||NPCR-44
打折扣|dǎzhékòu||to give a discount|||NPCR-44
抽奖|chōujiǎng||to draw lots (to give out prizes); draw a winning number (for lottery, sweepstake, etc.)|||NPCR-44
值得|zhídé||to be worthy of; to deserve|||NPCR-44
中奖|zhòngjiǎng||to win a prize|||NPCR-44
奖品|jiǎngpǐn||prize|||NPCR-44
项链|xiàngliàn||necklace|||NPCR-44
秀水街|xiùshuǐjiē||Xiushui Street (a street in Beijing)|||NPCR-44
