Phrase	Grammar	Transcription	Translation	Notes
母爱|mǔài||love of mother|||NPCR-51
显得|xiǎnde||to seem; to appear|||NPCR-51
成人|chéngrén||to grow up|||NPCR-51
各自|gèzì||each|||NPCR-51
匆匆|cōngcōng||hurridly|||NPCR-51
当年|dāngnián||in those years|||NPCR-51
情景|qíngjǐng||scene|||NPCR-51
如今|rújīn||nowadays; now|||NPCR-51
冷清|lěngqīng||cold and cheerless; lonely; deserted|||NPCR-51
不知|bùzhī||do not know|||NPCR-51
便|biàn||as soon as; as much as|||NPCR-51
倒|dào||to pour|||NPCR-51
凑|còu||to make up the number or amount; to serve as a stopgap|||NPCR-51
双数|shuāngshù||dual; even in number|||NPCR-51
亲自|qīnzì||personally; in person; oneself|||NPCR-51
不许|bùxǔ||not allow|||NPCR-51
眼泪|yǎnlèi||tear|||NPCR-51
扣|kòu||to place a cup, bowel, etc. upside down|||NPCR-51
涌|yǒng||to gush; to well; to pour|||NPCR-51
幢|zhuàng||(measure word for buildings)|||NPCR-51
喘气|chuǎnqì||breath (deeply); pant; gasp|||NPCR-51
真是|zhēnshi||really|||NPCR-51
衣架|yījià||clothes rack|||NPCR-51
玻璃|bōli||glass|||NPCR-51
书柜|shūguì||book cabinet; bookcase|||NPCR-51
柜|guì||cupboard; cabinet|||NPCR-51
朝|cháo||facing; towards|||NPCR-51
灰尘|huīchén||dust; dirt|||NPCR-51
灰|huī||ash|||NPCR-51
地震|dìzhèn||earthquake; earthshock|||NPCR-51
震|zhèn||to shake; to shock; to vibrate|||NPCR-51
砸|zá||to pound; to smash; to stomp|||NPCR-51
竟然|jìngrán||unexpectedly; to one's surprise|||NPCR-51
遇|yù||to encounter; to meet|||NPCR-51
枕头|zhěntou||pillow|||NPCR-51
挪|nuó||to move; to shift|||NPCR-51
脸|liǎn||face|||NPCR-51
侧|cè||side|||NPCR-51
从小|cóngxiǎo||from childhood|||NPCR-51
干燥|gānzào||dry; arid|||NPCR-51
干|gān||dry|||NPCR-51
燥|zào||dry|||NPCR-51
模|mō||to touch|||NPCR-51
被子|bèizi||quilt|||NPCR-51
褥子|rùzi||tick; mattress|||NPCR-51
不安|bùān||uneasy|||NPCR-51
仰|yǎng||face upward|||NPCR-51
慢慢长夜|mànmànchángyè||long night|||NPCR-51
慢慢|mànmàn||(of place) boundless; (of time) long and slow|||NPCR-51
入睡|rùshuì||to fall alseep|||NPCR-51
张望|zhāngwàng||to look around; to peep|||NPCR-51
望|wàng||to gaze into the distance; to look far ahead|||NPCR-51
扶|fú||to support with the hand.|||NPCR-51
擦|cā||to scrape; to wipe|||NPCR-51
矮小|ǎixiǎo||short and small|||NPCR-51
矮|ǎi||short; low|||NPCR-51
慈祥|cíxiáng||kindly|||NPCR-51
白发苍苍|báifàcāngcāng||hoary-haired|||NPCR-51
苍苍|cāngcāng||grey|||NPCR-51
背|bēi||to carry sth. on one's back|||NPCR-51
瘫痪|tānhuàn||to be paralyzed|||NPCR-51
吋|cùn||inch|||NPCR-51
轮椅|lúnyǐ||wheelchair|||NPCR-51
孝顺|xiàoshùn||filial piety|||NPCR-51
嫌弃|xiánqì||to dislike and avoid|||NPCR-51
争气|zhēngqì||to try to make a good showing; to try to win credit for|||NPCR-51
拖累|tuōlèi||to encumber; to be a burden on|||NPCR-51
难关|nánguān||difficulty|||NPCR-51
打扰|dǎrǎo||to disturb; to trouble|||NPCR-51
压力|yālì||pressure|||NPCR-51
乐观|lèguān||optimistic|||NPCR-51
强项|qiángxiàng||advantage; strong point|||NPCR-51
爱护|àihù||cherish; to take good care of|||NPCR-51
伤害|shānghài||to damage; to hurt|||NPCR-51
隐瞒|yǐnmán||to hide; to hold back|||NPCR-51
过分|guòfèn||excessive; undue; over-|||NPCR-51
羡慕|xiànmù||to admire; to be envious of|||NPCR-51
明星|míngxīng||star|||NPCR-51
空间|kōngjiān||space|||NPCR-51
催|cuī||to urge; to hasten|||NPCR-51
烦|fán||to be annoyed; to be irritated|||NPCR-51
处理|chǔlǐ||to deal with; to handle|||NPCR-51
飘|piāo||fo flutter; float (in the air)|||NPCR-51
雪花|xuěhuā||snowflake|||NPCR-51
早班|zǎobān||morning shift|||NPCR-51
喇叭|lǎba||horn; loudspeaker|||NPCR-51
落|luò||to drop; to fall|||NPCR-51
抛|pāo||to throw; to toss|||NPCR-51
震撼|zhènhàn||shocked|||NPCR-51
