Phrase	Grammar	Transcription	Translation	Notes
母亲|mǔqīn||mother|||NPCR-31
母|mǔ||mother|||NPCR-31
河|hé||river|||NPCR-31
知识|zhīshi||knowledge|||NPCR-31
地理|dìlǐ||geography|||NPCR-31
只要|zhǐyào||as long as|||NPCR-31
成绩|chéngjì||achievement|||NPCR-31
面积|miànjī||area|||NPCR-31
万|wàn||ten thousand|||NPCR-31
平方公里|píngfānggōnglǐ||square kilometer|||NPCR-31
平方|píngfāng||square|||NPCR-31
公里|gōnglǐ||kilometer|||NPCR-31
世界|shìjiè||world|||NPCR-31
人口|rénkǒu||population|||NPCR-31
包括|bāokuò||to include|||NPCR-31
亿|yì||a hundred million|||NPCR-31
正确|zhèngquè||correct|||NPCR-31
山峰|shānfēng||mountain peak|||NPCR-31
米|mǐ||meter|||NPCR-31
摇篮|yáolán||cradle|||NPCR-31
俄罗斯|éluósī||Russia|||NPCR-31
大陆|dàlù||the Mainland (of China)|||NPCR-31
台湾|táiwān||Taiwan|||NPCR-31
香港|xiānggǎng||Hong Kong|||NPCR-31
澳门|àomén||Macao|||NPCR-31
西藏|xīzàng||Tibet|||NPCR-31
珠穆朗玛峰|zhūmùlǎngmǎfēng||Mount Qomolangma (Mount Everest)|||NPCR-31
黄河|huánghé||the Yellow River|||NPCR-31
长江|chángjiāng||the Changjiang River (or Yangtze River)|||NPCR-31
中华|zhōnghuá||China|||NPCR-31
旅游|lǚyóu||to tour|||NPCR-31
游|yóu||to travel, to tour|||NPCR-31
名胜古迹|míngshènggǔjì||scenic spots and historical sites|||NPCR-31
名胜|míngshèng||scenic spots|||NPCR-31
古迹|gǔjì||historical sites|||NPCR-31
自然|zìrán||natural/nature|||NPCR-31
感觉|gǎnjué||feeling/to feel|||NPCR-31
云|yún||cloud|||NPCR-31
松树|sōngshù||pine tree|||NPCR-31
树|shù||tree|||NPCR-31
海|hǎi||sea|||NPCR-31
奇怪|qíguài||strange; surprising; odd|||NPCR-31
棵|kē||(a measure word for trees and plants)|||NPCR-31
黄山|huángshān||Mt. Huang|||NPCR-31
迎客松|yíngkèsōng||Guest-welcoming Pine (on Mt. Huang)|||NPCR-31
南水北调|nánshuǐběidiào||divert water from the south to the north|||NPCR-31
运河|yùnhé||canal|||NPCR-31
工程|gōngchéng||engineering project|||NPCR-31
挖|wā||to dig|||NPCR-31
柳树|liǔshù||willow|||NPCR-31
汇合|huìhé||to converge; to join|||NPCR-31
通航|tōngháng||to be open to air traffic or to navigation|||NPCR-31
段|duàn||section; part|||NPCR-31
研究|yánjiū||to study; to do research|||NPCR-31
引|yǐn||to divert; to lead|||NPCR-31
改善|gǎishàn||to improve|||NPCR-31
杭州|hángzhōu||Hangzhou (a city in China)|||NPCR-31
隋炀帝|suíyángdì||Emperor Suiyangdi (an emperor of the Sui Dynasty)|||NPCR-31
江南|jiāngnán||areas south of the lower reaches of the Changjiang River|||NPCR-31
扬州|yángzhōu||Yangzhou (a city in China)|||NPCR-31
