Phrase	Grammar	Transcription	Translation	Notes
传说|chuánshuō||legend|||NPCR-34
晕|yūn||to feel dizzy|||NPCR-34
再说|zàishuō||what's more|||NPCR-34
船|chuán||boat; ship|||NPCR-34
辣|là||hot; spicy|||NPCR-34
可|kě||really; truly; indeed|||NPCR-34
讲|jiǎng||to speak; to tell; to explain|||NPCR-34
怕|pà||to fear, to be afraid of|||NPCR-34
晕船|yùnchuán||seasickness|||NPCR-34
可乐|kělè||cola; soft drink; coke|||NPCR-34
味儿|wèir||taste; flavor|||NPCR-34
连|lián||even|||NPCR-34
医务室|yīwùshì||clinic|||NPCR-34
着|zháo||(used after a verb as a complement to indicate the result of the action)|||NPCR-34
刮|guā||to blow|||NPCR-34
凉|liáng||cool; cold|||NPCR-34
神女峰|shénnǚfēng||Goddess Peak|||NPCR-34
四川|sìchuān||Sichuan Province|||NPCR-34
湖北|húběi||Hubei Province|||NPCR-34
湖南|húnán||Hunan Province|||NPCR-34
三峡|sānxiá||the Three Gorges of the Yangtze River|||NPCR-34
日|rì||sun, daytime|||NPCR-34
迷|mí||to confuse; to enchant/fan|||NPCR-34
为|wèi||for|||NPCR-34
首|shǒu||(measure word for poems and songs, etc.)|||NPCR-34
诗|shī||poem|||NPCR-34
两岸猿声啼不住|liǎngànyuánshēngtíbùzhù||'Monkeys on the both banks keep calling.'|||NPCR-34
轻舟已过万重山|qīngzhōuyǐguòwànchóngshān||'But my boat has smoothly passed ranges upon ranges of mountain.'|||NPCR-34
止|zhǐ||to stop|||NPCR-34
游船|yóuchuán||pleasure boat|||NPCR-34
久|jiǔ||long (time)|||NPCR-34
夜|yè||night|||NPCR-34
来往|láiwǎng||to come and to go|||NPCR-34
指|zhǐ||to point out|||NPCR-34
山水画|shānshuǐhuà||landscape painting|||NPCR-34
山水|shānshuǐ||mountain and water; landscape|||NPCR-34
坝|bà||dam|||NPCR-34
李白|lǐbái||Li Bai (name of a great Chinese poet of the Tang Dynasty)|||NPCR-34
西王母|xīwángmǔ||The Queen Mother of the West (a figure in Chinese mythology)|||NPCR-34
血|xiě||blood|||NPCR-34
果树|guǒshù||fruit tree|||NPCR-34
打鱼|dǎyú||to go fishing|||NPCR-34
掉|diào||to fall|||NPCR-34
鼻烟壶|bíyānhú||snuff bottle|||NPCR-34
工艺品|gōngyìpǐn||handicraft article|||NPCR-34
透明|tòumíng||transparent|||NPCR-34
珍贵|zhēnguì||valuable; precious|||NPCR-34
收藏|shōucáng||to collect; to store up|||NPCR-34
将军服|jiāngjūnfú||a general's uniform|||NPCR-34
将军|jiāngjūn||general|||NPCR-34
画像|huàxiàng||portrait|||NPCR-34
轮椅|lúnyǐ||wheelchair|||NPCR-34
握|wò||to hold|||NPCR-34
缘分|yuánfèn||fate or fortune by which people are brought together|||NPCR-34
微笑|wēixiào||to smile|||NPCR-34
张学良|zhāngxuéliáng||Zhang Xueliang (name of a well-known Chinese general of the 1930s)|||NPCR-34
夏威夷|xiàwēiyí||Hawaii|||NPCR-34
