Phrase	Grammar	Transcription	Translation	Notes
башта	f		sad; ogród	
бео			biały	
брачни			małżeński	
брачни кревет			łóżko małżeńskie; łóżko podwójne	
брачни пар			para małżeńska	
веома	adv		bardzo	
вишеспратница	f		dom piętrowy	
двориште	n		dziedziniec; podwórze	
дечји			dziecięcy	
дечја соба			pokój dziecięcy	
дечје игралиште			plac zabaw dla dzieci	
дневни			dzienny	
дневна соба			salon	
домаћин	m		gospodarz domu; głowa rodziny	
домаћица	f		gospodyni; matka rodziny	
доста	adv		dość; wystarczająco	
жут			żółty	
завеса	f		zasłonka; kurtyna	
затим	adv		następnie; potem; później	
зграда	f		budynek	
зид	m		mur; ściana	
испред	prep		przed; z przodu	
још	adv		jeszcze	
комода	f		komoda	
кревет	m		łóżko	
купатило	n		łazienka	
кухиња	f		kuchnia	
кухињски			kuchenny	
кухињски елементи			meble kuchenne	
кућа	f		dom	
лампа	f		lampa	
машина за прање посуђа			zmywarka	
машина за прање веша			pralka	
микроталасна пећ			mikrofalówka	
намештај	m		meble	
огледало	n		lustro	
одећа	f		odzież; ubrania	
одмах	adv		natychmiast; od razu	
округао			okrągły	
орман	m		szafa	
под	m		podłoga	
посуђе			naczynia	
прозор	m		okno	
просторан			obszerny; przestronny	
савремен			współczesny	
светао			jasny	
слика	f		obraz	
соба	f		pokój	
спаваћа соба			sypialnia	
спрат	m		piętro	
сређивати			sprzątać; porządkować	
стан	m		mieszkanie	
сто	m		stół	
столица	f		krzesło	
сточић	m		stolik	
судопера	f		zlew	
сунчан			słoneczny	
тамо			tam	
тепих	m		dywan	
тераса	f		balkon	
трећи			trzeci	
трећи спрат			trzecie piętro	
тросед	m		sofa; tapczan	
угао	m		kąt	
удобан			wygodny	
хајдемо!			chodźmy!	
фотеља	f		fotel	
фрижидер	m		lodówka	
цвеће			kwiaty	
шпорет	m		kuchenka	
Добро дошао!			Witaj!	r.m.
Добро дошла!			Witaj!	r.ż.
Добро дошли!			Witajcie!	
Боље те нашао!				odpowiedź na "Witaj!" - r.m.
Боље те нашла!				odpowiedź na "Witaj!" - r.ż.
Боље вас нашли!				odpowiedź na "Witajcie!"
Свака ти част!			Brawo! Zuch!	
Свака вам част!			Brawo! Zuchy!	
Дођите код мене у госте!			Odwiedźcie mnie! Przyjdźcie do mnie w gości!	
беж			beżowy	
бео			biały	
браон			brązowy	
жут			żółty	
зелен			zielony	
љубичаст			fioletowy	
наранџаст			pomarańczowy	
плав			niebieski	
розе			różowy	
сив			szary	
тегет			granatowy	
црвен			czerwony	
црн			czarny	
