Phrase	Grammar	Transcription	Translation	Notes
Was ist das?			Co to jest?	
Wer ist das?			Kto to jest?	
Wo ist das?			Gdzie to jest?	
Wann ist …?			Kiedy będzie …?	
Wie geht’s?			Jak się masz?	
Wie geht es Ihnen?			Jak się Pan ma?	
Wie heißen Sie?			Jak się Pan nazywa?	
Woher kommen Sie?			Skąd Pan pochodzi?	
Wo wohnen Sie?			Gdzie Pan mieszka?	
Wie alt sind Sie?			Ile ma Pan lat?	
Was sind Sie von Beruf?			Kim Pan jest z zawodu?	
Wie lange arbeiten Sie bei …?			Jak długo pracuje Pan w …?	
Wie finden Sie …?			Jak się Panu podoba …?	
Was ist los?			Co się stało?	
Wie heißt das auf Deutsch?			Jak to się nazywa po niemiecku?	
der Arzt			lekarz	
die Ärztin			lekarka	
der Buchhalter			księgowy	
die Buchhalterin			księgowa	
der Direktor			dyrektor	
der Fahrer			kierowca	
der Geschäftsmann			przedsiębiorca	
der Informatiker			informatyk	
der Ingenieur			inżynier	
der Journalist			dziennikarz	
die Journalistin			dziennikarka	
der Koch			kucharz	
die Köchin			kucharka	
der Lehrer			nauczyciel	
die Lehrerin			nauczycielka	
der Mechaniker			mechanik	
der Polizist			policjant	
die Polizistin			policjantka	
der Sekretär			sekretarz	
die Sekretärin			sekretarka	
der Verkäufer			sprzedawca	
die Verkäuferin			sprzedawczyni	
wer?			kto?	
was?			co?	
wie?			jaki?; jaka?; jakie?; jak?	
wann?			kiedy?	
wo?			gdzie?	
wohin?			dokąd?	
woher?			skąd?	
zehn			dziesięć	
elf			jedenaście	
zwölf			dwanaście	
dreizehn			trzynaście	
vierzehn			czternaście	
fünfzehn			piętnaście	
sechzehn			szesnaście	
siebzehn			siedemnaście	
achtzehn			osiemnaście	
neunzehn			dziewiętnaście	
zwanzig			dwadzieścia	
dreißig			trzydzieści	
vierzig			czterdzieści	
fünfzig			pięćdziesiąt	
sechzig			sześćdziesiąt	
siebzig			siedemdziesiąt	
achtzig			osiemdziesiąt	
neunzig			dziewięćdziesiąt	
hundert			sto	
