Phrase	Grammar	Transcription	Translation	Notes
der Bahnsteig			peron	
der Bahnhof			dworzec kolejowy	
der Fahrgast			pasażer	
der Fahrplan			rozkład jazdy	
der Platz			miejsce; plac	
der Schaffner			konduktor	
der Schalter			okienko	kasy
der Schlafwagen			wagon sypialny	
der Wagen			wagon; wóz	
das Abteil			przedział	
das Gleis			tor	
die Abfahrt			odjazd	
die Ankunft			przybycie; przyjazd	
die Fahrkarte			bilet	
die Fahrt			jazda	
die Station			stacja	
die Verspätung			opóźnienie	
abfahren			odjeżdżać	
ankommen			przyjeżdżać; przybywać	
umsteigen			przesiadać się	
nur			tylko	
hin und zurück			tam i z powrotem	
