Phrase	Grammar	Transcription	Translation	Notes
der Apfel			jabłko	
der Fisch			ryba	
der Kaffee			kawa	
der Käse			ser	
der Kuchen			ciasto; ciastko	
der Saft			sok	
der Salat			sałata; sałatka	
der Tee			herbata	
der Teller			talerz	
der Wein			wino	
der Zucker			cukier	
das Bier			piwo	
das Brot			chleb	
das Brötchen			bułka	
das Ei			jajko	
das Eis			lody	
das Fleisch			mięso	
das Glas			szklanka; słoik	
das Wasser			woda	
die Banane			banan	
die Butter			masło	
die Gurke			ogurek	
die Kartoffel			kartofel	
die Marmelade			marmolada	
die Milch			mleko	
die Orange			pomarańcza	
die Suppe			zupa	
die Tasse			filiżanka	
die Tomate			pomidor	
die Wurst			kiełbasa	
die Zitrone			cytryna	
essen			jeść	
fahren			jechać	
fallen			upadać	
geben			dawać	
helfen			pomagać	
lassen			zostawiać	
laufen			biegać	
lesen			czytać	
nehmen			brać	
schlafen			spać	
sehen			widzieć	
sprechen			mówić	
tragen			nosić	
treffen			spotykać	
waschen			myć; prać	
es gibt			jest; istnieje	
die Mahlzeit			posiłek	
das Frühstück			śniadanie	
das Mittagessen			obiad	
das Abendessen			kolacja	
frühstücken			jeść śniadanie	
zu Mittag essen			jeść obiad	
zu Abend essen			jeść kolację	
um acht Uhr			o ósmej godzinie	
manchmal			czasami	
immer			zawsze	
selbst			sam	
die Mensa			stołówka	
das Gemüse			warzywa; jarzyny	
die Nudeln	pl		makaron	
lecker			smaczny	
der Schinken			szynka	
der Liter			litr	
das Kilo			kilogram	
das Netz			siatka	
das Stück			kawałek	
die Dose			puszka	
die Flasche			butelka	
die Packung			paczka	
