Phrase	Grammar	Transcription	Translation	Notes
不过		bù guò	ale; jednakże	
口音		kǒuyīn	akcent	
不错		bù cuò	nieźle	
过奖		guòjiǎng	pochlebstwo	
四声		sì shēng	cztery tony	
有问题		yǒu wèntí	mieć problem	
谦虚		qiānxū	być skromnym	
整整		zhěngzhěng	dokładnie	
认识		rènshi	poznać; znać	
汉字		Hàn zì	chiński znak	
差不多		chà bu duō	prawie	
可是		kě shì	ale	
写		xiě	pisać	
不简单		bù jiǎndān	niezwykły	
连...也...		lián ... yě ...	nawet	
句		jù	zdanie	
外语		wàiyǔ	język obcy	
电影		diànyǐng	film	
简单		jiǎndān	prosty	
听力		tīnglì	umiejętność rozumienia ze słuchu	
总是		zǒngshì	zawsze	
质量		zhìliàng	jakość	
印象		yìnxiàng	wrażenie	
聊聊		liáoliao	rozmawiać; gwarzyć	
总的来说		zǒngde láishuō	mówiąc ogólnie	
具体点		jùtǐ diǎn	raczej szczegółowy	
想像		xiǎngxiàng	wyobrażać sobie	
现代化		xiàndàihuà	modernizacja	
名胜古迹		míng shèng gǔ jì	miejsca historyczne	
故宮		Gùgōng	Zakazane Miasto; Pałac Cesarski	pałac-muzeum
碑林		Bēilín	Las Stel	
再就是		zài jiùshì	poza tym	
品种		pǐnzhǒng	zestaw; towary; przedmioty	
多样		duōyàng	różnorodny; zróżnicowany	
味道		wèidao	smak	
鲜美		xiānměi	pyszny; smaczny	
青岛		Qīngdǎo	Qingdao	nazwa miasta
成都		Chéngdū	Chengdu	nazwa miasta
游		yóu	zwiedzać; podróżować	
三峡		Sān Xiá	Trzy Przełomy	
方面		fāngmiàn	aspekt	
交通		jiāotōng	transport	
拥挤		yōngjǐ	zatłoczony; tłoczny	
特别		tèbié	szczególnie	
还有就是		hái yǒu jiù shì	poza tym	
嗓音		sǎngyīn	hałas	
到处		dàochù	wszędzie	
吵吵闹闹		chǎochǎo nàonào	hałasować; hałaśliwy	
完全		wánquán	zupełnie; kompletnie	
同意		tóngyì	zgadzać się	
饭馆		fànguǎn	restauracja	
绿绿的		lǜlǜ de	zielony	
草地		cǎodì	teren porośnięty trawą	
北方的		běifāng de	północny	
农村		nóngcūn	wieś	
毕业		bìyè	skończyć szkołę	
开始		kāishǐ	zaczynać	
觉得		juéde	być zdania; sądzić, że; myśleć, że	
才		cái	dopiero co; właśnie	
因为		yīnwèi	ponieważ; z powodu	
夏天		xiàtiān	lato	
父母		fùmǔ	rodzice	
难怪		nánguài	nic dziwnego, że	
只		zhǐ	tylko	
原因		yuányīn	przyczyna; powód	
之一		zhīyī	jeden z	
交流		jiāoliú	komunikować się	
