Phrase	Grammar	Transcription	Translation	Notes
جواز السفر		jawāz əs-safar	paszport	
اسم		əsm	imię	
أنا		ana	ja	
انتي		ənti	ty	
استراليا		Ostrālya	Australia	
معلمة		mʿallme	nauczycielka	
استرالية		ostraliyye	australijska	
بلد		balad	kraj; państwo	
بسبور		basbōr	paszport	
الشام		əš-Šām	Damaszek	
حلو		ḥəlw	słodki	
حلوة		ḥəlwe	słodka	
بعيد		bʿīd	daleki	
بعيدة		bʿīde	daleka	
كثير		ktīr	bardzo	
شو		šu	co	
-ِك		-ek	twój; twoja; twoje	rodzaj żeński
-ِي		-ī	mój; moja; moje	
منين		mnēn	skąd	
من		mən	z; od	
و		w	i; a	
بس		bass	ale	
صباح الخير		ṣabāḥ əl-ḫēr	dzień dobry	rano
صباح الخيرات		ṣabāḥ əl-ḫērāt	dzień dobry	rano - odpowiedź
إذا بتريدي		iza bətrīdī	proszę	do kobiety
تفضل		tfaḍḍal	proszę	do mężczyzny
شكرا		šukran	dziękuję	
آه		āh	och	
ايه		ē	tak	
طيب		ṭayyeb	dobrze	
هي		hayy	oto jest	
أهلا وسهلا فيكي ب...		ahla wa sahla fīkī b...	witaj w...	
أهلاً فيك		ahlan fīk	witaj	do mężczyzny
أهلاً فيكي		ahlan fīki	witaj	do kobiety
أهلاً فيكن		ahlan fīkon	witajcie	
اسمي		əsmi	moje imię	
اسمك		əsmak	twoje imię	do mężczyzny
اسمك		əsmek	twoje imię	do kobiety
اسمه		əsmo	jego imię	
اسمها		əsma	jej imię	
أنا		ana	ja	
انت		ənte	ty	rodzaj męski
انتي		ənti	ty	rodzaj żeński
هو		huwwe	on	
هي		hiyye	ona	
اميركا		Amērka	Ameryka	
اميركي		amērki	amerykański	
اميركية		amērkiyye	amerykańska	
بريطانية		Brīṭānya	Wielka Brytania	
بريطاني		brīṭāni	brytyjski	
بريطانية		brīṭāniyye	brytyjska	
كندا		Kanada	Kanada	
كندي		kanadi	kanadyjski	
كندية		kanadiyye	kanadyjska	
الاردن		əl-Ərdon	Jordania	
اردني		ərdoni	jordański	
اردنية		ərdoniyye	jordańska	
سوريا		Sūriya	Syria	
سوري		sūri	syryjski	
سورية		sūriyye	syryjska	
لبنان		Ləbnān	Liban	
لبناني		ləbnāni	libański	
لبنانية		ləbnāniyye	libańska	
مصر		Maṣr	Egipt	
مصري		maṣri	egipski	
مصرية		maṣriyye	egipska	
نيو زيلاندا		Nyū Zīlanda	Nowa Zelandia	
نيو زيلاندي		nyū zīlandi	nowozelandzki	
نيو زيلاندية		nyū zīlandiyye	nowozelandzka	
معلم		mʿallem	nauczyciel	
معلمة		mʿallme	nauczycielka	
طالب		ṭāleb	student	
طالبة		ṭālbe	studentka	
موظف		mwaẓẓaf	urzędnik	
موظفة		mwaẓẓafe	urzędniczka	
مدير		mudīr	dyrektor	
مديرة		mudīra	dyrektorka	
سفير		safīr	ambasador	
سفيرة		safīra	pani ambasador	
صحفي		ṣaḥafi	dziennikarz	
صحفية		ṣaḥafiyye	dziennikarka	
مهندس		mhandes	inżynier	
مهندسة		mhandese	pani inżynier	
دكتور		doktūr	doktor	
دكتورة		doktūra	pani doktor	
ديبلوماسي		dəblomāsi	dyplomata	
ديبلوماسية		dəblomāsiyye	kobieta-dyplomata	
شو بيشتغل؟		Šū byəštəġel?	Gdzie on pracuje?	
شو بتشتغل؟		Šū btəštəġel?	Gdzie ona pracuje?	
شو بتشتغل؟		Šū btəštəġel?	Gdzie pracujesz?	do mężczyzny
شو بتشتغلي؟		Šū btəštəġeli?	Gdzie pracujesz?	do kobiety
انت متزوج؟		Ənte mətzawwej?	Jesteś żonaty?	
ايه، أنا متزوج.		Ē, ana mətzawwej.	Tak, jestem żonaty.	
انتي متزوجة؟		Ənti mətzawwje?	Jesteś zamężna?	
ايه، أنا متزوجة.		Ē, ana mətzawwje.	Tak, jestem zamężna.	
لا، أنا مو متزوج.		La, ana mū mətzawwej.	Nie, nie jestem żonaty.	
خاطب		ḫāṭeb	zaręczony	
مخطوبة		maḫṭūbe	zaręczona	
اعزب		aʿzab	kawaler	
عزباء		ʿazbaʾ	panna	
مطلق		mṭallaq	rozwiedziony	
مطلقة		mṭallaqa	rozwiedziona	
ارمل		armal	wdowiec	
ارملة		armale	wdowa	
ما بعرف		mā baʿref	nie wiem	
مرة		mara	kobieta	
مدام		madām	żona; pani	
زوج		zawj	mąż	
زوجة		zawje	żona	
خطيب		ḫaṭīb	narzeczony	
خطيبة		ḫaṭībe	narzeczona	
رفيق		rfīq	kolega	
رفيقة		rfīqa	koleżanka	
كبير		kbīr	duży	
كبيرة		kbīre	duża	
صغير		ṣġīr	mały	
صغيرة		ṣġīre	mała	
جديد		jdīd	nowy	
جديدة		jdīde	nowa	
قديم		qadīm	stary	
قديمة		qadīme	stara	
قريب		qarīb	bliski	
قريبة		qarībe	bliska	
بعيد		bʿīd	daleki	
بعيدة		bʿīde	daleka	
غني		ġani	bogaty	
غنية		ġaniyye	bogata	
فقير		faqīr	biedny	
فقيرة		faqīra	biedna	
غالي		ġāli	drogi	
غالية		ġālye	droga	
رخيص		rḫīṣ	tani	
رخيصة		rḫīṣa	tania	
صباح الخير		ṣabāḥ əl-ḫēr	dzień dobry; poranek dobra	
صباح الخيرات		ṣabāḥ əl-ḫērāt	dzień dobry; poranek dobra	
صباح النور		ṣabāḥ ən-nūr	dzień dobry; poranek światła	
مساء الخير		masaʾ l-ḫēr	dobry wieczór; wieczór dobra	
مساء الخيرات		masaʾ l-ḫērāt	dobry wieczór; wieczór dobra	
مساء النور		masaʾ n-nūr	dobry wieczór; wieczór światła	
كيفَك؟		Kīfak?	Jak się masz?	do mężczyzny
كيفِك؟		Kīfek?	Jak się masz?	do kobiety
كيفكن؟		Kīfkon?	Jak się macie?	
لون		lōn	kolor	
شلونك؟		Šlōnak?	Jak się masz?	do mężczyzny
شو أخبارك؟		Šu aḫbārak?	Co nowego u ciebie?	do mężczyzny
كيف صحتك؟		Kīf ṣaḥtak?	Jak twoje zdrowie?	do mężczyzny
تمام		tamām	w porządku	
ماشي الحال		māši əl-ḥāl	jakoś idzie; w porządku	
الحمد لله بخير		əl-ḥamd əl-Lah b-ḫēr	dzięki Bogu dobrze	
خاطرَك		ḫāṭrak	do widzenia	do mężczyzny
خاطرِك		ḫāṭrek	do widzenia	do kobiety
خاطركن		ḫāṭrkon	do widzenia	do grupy
مع السلامة		maʿ əs-salāme	idź w pokoju	
الله يسلّمَك		al-Lāh ysallmak	Niech Bóg ma cię w opiece	do mężczyzny
الله يسلّمِك		al-Lāh ysallmek	Niech Bóg ma cię w opiece	do kobiety
الله يسلّمكن		al-Lāh ysallmkon	Niech Bóg ma was w opiece	
صفر		ṣəfr	zero	
واحد		wāḥed	jeden	
اثنين		tnēn	dwa	
ثلاثة		tlāte	trzy	
أربعة		arbʿa	cztery	
خمسة		ḫamse	pięć	
ستّة		sətte	sześć	
سبعة		sabʿa	siedem	
ثمانة		tmāne	osiem	
تسعة		təsʿa	dziewięć	
عشرة		ʿašara	dziesięć	
ايدعش		id-aʿš	jedenaście	
اثنعش		tn-aʿš	dwanaście	
ثلثعش		tlətt-aʿš	trzynaście	
أربتعش		arbat-aʿš	czternaście	
خمستعش		ḫamst-aʿš	piętnaście	
ستعش		sətt-aʿš	szesnaście	
سبتعش		sabat-aʿš	siedemnaście	
ثمنتعش		tmənt-aʿš	osiemnaście	
تستعش		tasat-aʿš	dziewiętnaście	
عشرين		ʿəšrīn	dwadzieścia	
ثلاثين		tlātīn	trzydzieści	
أربعين		arbʿīn	czterdzieści	
خمسين		ḫamsīn	pięćdziesiąt	
ستّين		səttīn	sześćdziesiąt	
سبعين		sabʿīn	siedemdziesiąt	
ثمانين		tmānīn	osiemdziesiąt	
تسعين		təsʿīn	dziewięćdziesiąt	
واحد وعشرين		wāḥed w-ʿšrīn	dwadzieścia jeden	
اثنين وثلاثين		tnēn w-tlātīn	trzydzieści dwa	
ثلاثة وأربعين		tlāta w-arbʿīn	czterdzieści trzy	
أربعة وخمسين		arbʿa w-ḫamsīn	pięćdziesiąt cztery	
خمسة وستّين		ḫamsa w-səttīn	sześćdziesiąt pięć	
ستّة وسبعين		sətta w-sabʿīn	siedemdziesiąt sześć	
سبعة وثمانين		sabʿa w-tmānīn	osiemdziesiąt siedem	
ثمانة وتسعين		tmāna w-təsʿīn	dziewięćdziesiąt osiem	
تسعة وعشرين		təsʿa w-ʿšrīn	dwadzieścia dziewięć	
كرت		kart	wizytówka	
بطاقة (شخصية)		biṭāqa (šaḫsiyye)	dowód osobisty	
هويّة		hawiyye	identyfikator	
شهادة سواقة		šahādet swāqa	prawo jazdy	
تذكرة		tazkara	bilet	
تأشيرة سفر		taʾšīret safar	wiza	
جواز سفر		jawāz safar	paszport	
بسبور		basbōr	paszport	
إذا بتريد		iza bətrīd	proszę	do mężczyzny
إذا بتريدي		iza bətrīdi	proszę	do kobiety
إذا بتريدوا		iza bətrīdu	proszę	do grupy
عطيني ... إذا بتريد		ʿaṭīni ... iza bətrīd	daj mi ... proszę	do mężczyzny
ورجيني ... إذا بتريد		warjīni ... iza bətrīd	pokaż mi ... proszę	do mężczyzny
تفضل		tfaḍḍal	proszę bardzo	do mężczyzny
تفضلي		tfaḍḍali	proszę bardzo	do kobiety
تفضلوا		tfaḍḍalu	proszę bardzo	do grupy
هي		hayy	oto jest	
شاي		šāy	herbata	
بيرة		bīra	piwo	
قهوة		qahwe	kawa	
ميّ		mayy	woda	
الحساب		lə-ḥsāb	rachunek	
الفاتورة		əl-fātūra	rachunek; faktura	
ممكن		mumken ...	czy można ...	
ممكن آخذ ... إذا بترىد		mumken āḫud ... iza bətrīd	czy mogę prosić o ...	do mężczyzny
شكراً		šukran	dziękuję	
شكراً كثير		šukran ktīr	dziękuję bardzo	
يسلموا إيديك		yəslamu īdēk	dziękuję; błogosławione twoje ręce	do mężczyzny
يسلموا إيديكي		yəslamu īdēki	dziękuję; błogosławione twoje ręce	do kobiety
وإيديك		w īdēk	proszę; i twoje ręce	do mężczyzny
وإيديكي		w īdēki	proszę; i twoje ręce	do kobiety
عفواً		ʿafwan	proszę; przepraszam	
ولو		walaw	nie ma za co	
تكرم		təkram	proszę; do usług	do mężczyzny; odpowiedź na podziękowanie
تكرمي		təkrami	proszę; do usług	do kobiety; odpowiedź na podziękowanie
تكرموا		təkramu	proszę; do usług	do grupy; odpowiedź na podziękowanie
على عيني		ʿala ʿēni	proszę; na moje oczy	odpowiedź na podziękowanie
على رأسي		ʿala rāsi	proszę; na moją głowę	odpowiedź na podziękowanie
ربع		rəbʿ	jedna czwarta; ćwierć; kwadrans; piętnaście minut	
ثلث		təlt	jedna trzecia; dwadzieścia minut	
نص		nəṣṣ	połowa; trzydzieści minut	
تمام		tamām	dokładnie; punktualnie	
حوالي		ḥawāli	około	
تقريباً		taqrīban	w przybliżeniu; mniej więcej	
قديش الساعة؟		Qaddēš əs-sāʿa?	Która godzina?	
الساعة واحدة		əs-sāʿa wāḥde	jest pierwsza godzina	
الساعة ثنثين		əs-sāʿa təntēn	jest druga godzina	
الساعة سبعة وخمسة		əs-sāʿa sabʿa w ḫamse	jest pięć po siódmej	
الساعة سبعة وعشرة		əs-sāʿa sabʿa w ʿašara	jest dziesięć po siódmej	
الساعة سبعة وربع		əs-sāʿa sabʿa w rəbʿ	jest kwadrans po siódmej	
الساعة سبعة وثلث		əs-sāʿa sabʿa w təlt	jest dwadzieścia po siódmej	
الساعة سبعة ونص		əs-sāʿa sabʿa w nəṣṣ	jest w pół do ósmej	
الساعة سبعة إلا ثلث		əs-sāʿa sabʿa əlla təlt	jest za dwadzieścia siódma	
الساعة سبعة إلا ربع		əs-sāʿa sabʿa əlla rəbʿ	jest za kwadrans siódma	
الساعة سبعة إلا عشرة		əs-sāʿa sabʿa əlla ʿašara	jest za dziesięć siódma	
الساعة سبعة إلا خمسة		əs-sāʿa sabʿa əlla ḫamse	jest za pięć siódma	
الساعة سبعة ونص إلا خمسة		əs-sāʿa sabʿa w nəṣṣ əlla ḫamse	jest dwadzieścia pięć po siódmej	
الساعة سبعة ونص وخمسة		əs-sāʿa sabʿa w nəṣṣ w ḫamse	jest za dwadzieścia pięć ósma	
أي ساعة الدرس؟		Ayy sāʿa əd-dars?	O której godzinie jest lekcja?	
قديش الساعة هلّق؟		Qaddēš əs-sāʿa hallaq?	Która jest teraz godzina?	
الصبح		əṣ-səbḥ	rano	
بعد الظهر		baʿd əḍ-ḍəhr	po południu	
العصر		əl-ʿaṣr	po południu; wieczorem	
المسا		əl-masa	wieczorem	
بالليل		b-əl-lēl	w nocy	
إيمتى الدرس؟		Ēmta əd-dars?	Kiedy jest lekcja?	
إيمتى دوامك؟		Ēmta dawāmak?	Kiedy pracujesz?	pytanie o godziny pracy
يوم الاحد		yōm l-aḥad	niedziela	
يوم الاثنين		yōm t-tanēn	poniedziałek	
يوم الثلاثاء		yōm t-talāta	wtorek	
يوم الأربعاء		yōm l-arbʿa	środa	
يوم الخميس		yōm l-ḫamīs	czwartek	
يوم الجمعة		yōm l-jəmʿa	piątek	
يوم السبت		yōm s-sabt	sobota	
درس العربي		dars əl-ʿarabi	lekcja arabskiego	
درس الإنكليزي		dars əl-ənglīzi	lekcja angielskiego	
الحفلة		əl-ḥafle	przyjęcie	
الحفلة الموسيقيّة		əl-ḥafle əl-mūsīqiyye	koncert	
العطلة		əl-ʿəṭle	wolne; weekend	
الرحلة		ər-rəḥle	podróż; wycieczka	
الإجتماع		əl-əjtimāʿ	zebranie; spotkanie	
