Phrase	Grammar	Transcription	Translation	Notes
каланд			ścierka	
ток			winnica	
нок			grusza	
пиёла			czarka	
коса			misa	
пой			noga	
панҷа			łapa	
мактаб			szkoła	
покиза			czysto; czysty	
тахта			deska	
пахта			bawełna	
тан			ciało	
кӯза			dzban	
кӯмак			pomoc	
куча			ulica	
мағоза			sklep	
дафтар			zeszyt	
харидам			kupiłem	
харидем			kupiliśmy	
ман			ja	
каду			tykwa	
пиёз			cebula	
коштам			zasiałem	
мекоранд			sieją	
деҳқон			wieśniak; rolnik	
деҳқонон			rolnicy; wieśniacy	
аз			z	
газвор			tkanina; materiał	
бофта мешавад			tka się	
мо			my	
ба дӯстам			mojemu przyjacielowi	
хат			list	
навиштам			napisałem	
