Phrase	Grammar	Transcription	Translation	Notes
дег			kocioł; sagan	
девор			ściana	
дер			późno, późny	
дина			wczoraj	
дигар			inny	
дил			serce	
дирӯз			wczoraj	
мудир			kierownik	
водӣ			dolina	
Водии Вахш			Dolina rzeki Wachsz	
шона			grzebień	
муш			mysz	
шер			lew	
сомонӣ			somoni	waluta w Tadżykistanie
дирам			diram	1/1000 somoni
як			jeden	
сад			sto	
тира			ciemny	
теша			motyka	
табар			topór; siekiera	
тиреза			okno	
дар таги			pod	
тез			ostry	
коргар			robotnik	
коргарон			robotnicy	
киштӣ			statek	
месозанд			budują	
кор мекунанд			pracują	
хона			dom; pokój	
имрӯз			dzisiaj	
пагоҳ			jutro	
мешавад			będzie; bywa	
шаҳр			miasto	
кушоданд			otworzyli	
дарознах			długowłóknisty	
