Phrase	Grammar	Transcription	Translation	Notes
бавити се чим			trenować coś; ćwiczyć coś	
базен	m		basen	
биоскоп	m		kino	
бријати се			golić się	
важити			być uważanym za; słynąć jako; być w użyciu; być ważnym; działać	
Важи!			W porządku! Dobrze! Niech będzie!	
вечера	f		kolacja	
вечерати			jeść kolację	
видети се			spotkać się	
враћати се			wracać	
гужва	f		ścisk; tłok; bójka	
бити у гужви			być zajętym; nie mieć wolnego czasu	
два пута недељно			dwa razy w tygodniu	
договорено!			Umowa stoi!	
домаћи			domowy	
домаћи задатак			praca domowa	
доручак	m		śniadanie	
доручковати			jeść śniadanie	
заједно			razem; wspólnie	
заузет			zajęty	
изгледати			wyglądać	
излазити			wychodzić	
ићи			iść; jechać	
ићи аутобусом			jechać autobusem	
ићи пешице			iść pieszo	
каснити			spóźniać się	
кафић	m		kawiarnia	
кретати			wyjeżdżać; wyruszać	
менза	f		stołówka	
мислити			myśleć; rozmyślać	
обавеза	f		obowiązek	
облачити се			ubrać się	
одговарати			odpowiadać	
одлазити			odjeżdżać; wyruszać	
озбиљан			poważny	
онда	adv		zatem; wtedy	
отићи			odejść; odjechać	
пешице	adv		pieszo	
пливање	n		pływanie	
посећивати			zwiedzać; odwiedzać	
починак	m		odpoczynek	
почињати			zaczynać; zaczynać się	
прати			myć; prać	
прати зубе			myć zęby	
предлагати			proponować	
радити			robić	
радити јутарњу гимнастику			robić gimnastykę poranną	
радан			robotniczy	
радни дан			dzień roboczy	
рачунар	m		komputer	
ручак	m		obiad	
ручати			jeść obiad	
семинарски			z seminarium	
семинарски рад			praca na kursie; praca na seminarium	
сретати			spotykać	
стизати			dogonić; zdążyć; przybyć	
студије	f pl		studia	
тренинг	m		trening	
тренирати			trenować	
трчати			biegać	
туширати се			brać przysznic	
ужина	f		podwieczorek	
ужинати			jeść podwieczorek	
умивати се			myć się	
челичити			hartować; wzmacniać	
чути се			być słyszanym	
