Phrase	Grammar	Transcription	Translation	Notes
开心	Adj	kāixīn	zadowolony; szczęśliwy	
互相		hùxiāng	nawzajem	
金		jīn	metal; złoto; miedź	
甲		jiǎ	pancerz	
银		yín	srebro; pieniądze, gotówka	
幸福	Adj	xìngfú	szczęśliwy, błogosławiony	
福		fú	fortuna, szczęście, błogosławieństwo	
另外	Adj	lìngwài	inny; drugi	
另外		lìngwài	ponadto; poza tym	
乙		yǐ	drugi	
关照	V	guānzhào	dbać, troszczyć się, opiekować się	
好听	Adj	hǎotīng	o miłym dźwięku	
下边	N	xiàbiān	spód, poniżej, pod	
接着	V	jiēzhe	przyjąć, odebrać; kontynuować	
丙		bǐng	trzeci	
华裔	N	huáyì	osoba o chińskim pochodzeniu	
团结	V	tuánjié	zjednoczyć się	
团结	Adj	tuánjié	jednomyślny; zjednoczony	
行李	N	xínglǐ	bagaż	
家乡	N	jiāxiāng	rodzinna miejscowość	
特产	N	tèchǎn	lokalna specjalność	
向		xiàng	zwrócić się w kierunku do	
问好	V	wènhǎo	pozdrawiać	
碰见		pèngjiàn	spotkać przypadkowo	
聚		jù	zebrać, skupić	
聚会	V	jùhuì	zebrać się; spotkać się	
聚会	N	jùhuì	spotkanie; zebranie; impreza	
好久	Adv	hǎojiǔ	od dawna	
假期	N	jiàqí	wakacje, urlop	
当		dāng	zwrócić sie ku; znosić, ścierpieć; być równym	
辛苦	Adj	xīnkǔ	uciążliwy, męczący, przykry	
老		lǎo	stary	
忘		wàng	zapomnieć, zlekceważyć, pominąć	
爷爷	N	yéye	wujek ze strony ojca	
寿		shòu	podeszły wiek; długie życie	
热闹	Adj	rènao	ożywiony, hałaśliwy	
小时候	Adv	xiǎoshíhòu	w dzieciństwie, będąc dzieckiem	
生活	N	shēnghuó	życie	
生活	V	shēnghuó	żyć	
出生	V	chūshēng	urodzić się	
出生	N	chūshēng	narodziny	
感到	V	gǎndào	czuć, mieć uczucie	
亲切	Adj	qīnqiè	bliski, serdeczny, przyjazny	
变化	V	biànhuà	zmienić się	
变化	N	biànhuà	zmiana	
国家	N	guójiā	państwo; kraj; naród	
国家	Adj	guójiā	narodowy; państwowy	
组		zǔ	prząść, tkać, organizować	
情况	N	qíngkuàng	sytuacja; status; okoliczności	
重新	Adv	chóngxīn	znów; ponownie; jeszcze raz; od nowa	
分		fēn	dzielić; minuta	
组员	N	zǔyuán	członek grupy	
缺点	N	quēdiǎn	wada, defekt, niedogodność	
广东话	N	Guǎngdōnghuà	język kantoński	
普通话	N	pǔtōnghuà	standardowy język chiński	
