Phrase	Grammar	Transcription	Translation	Notes
el alcaparra	N		kapary	
la col	N		kapusta	
la alcachofa	N		karczoch	
el maíz	N		kukurydza	
la mandarina	N		mandarynka	
el mango	N		mango	
la zanahoria	N		marchewka	
la menta	N		mięta	
el albaricoque	N		morela	
la nectarina	N		nektarynka	
el pepino	N		ogórek	
la aceituna	N		oliwka	
la nuez	N		orzech	
la avellana	N		orzech laskowy	
el pimientón	N		papryka	
el champiñón	N		pieczarka	
la pimienta	N		pieprz	
la naranja	N		pomarańcza	
el tomate	N		pomidor	
el puero	N		por	
el ruibarbo	N		rabarbar	
las uvas pasas	N		rodzynki	
el romero	N		rozmaryn	
la lechuga	N		sałata	
el apio	N		seler	
la cebolleta	N		szczypiorek	
el espárrago	N		szparag	
la espinaca	N		szpinak	
la ciruela	N		śliwka	
la ciruela pasa	N		śliwka suszona	
el tomillo	N		tymianek	
la patata	N		ziemniak	
la carne de cordero	NP		baranina	
el bistec	N		befsztyk	
el tocino	N		bekon	
la ternera	N		cielęcina	
la carne de caza	NP		dziczyzna	
la oca	N		gęś	
el pavo	N		indyk	
la carne de cordero	NP		jagnięcina	
el pato	N		kaczka	
el pollo	N		kurczak	
la codorniz	N		przepiórka	
el jamón	N		szynka	
la carne de cerdo	NP		wieprzowina	
la carne de puerco	NP		wieprzowina	
la carne de vaca	NP		wołowina	
la carne de res	NP		wołowina	
las anchoas	N		anchois	
el bacalao	N		dorsz	
la langosta	N		homar	
la carpa	N		karp	
los langostinos	N		krewetki	
las gambas	N		krewetki	
el salmón	N		łosoś	
la caballa	N		makrela	
las almejas	N		małże	
la perca	N		okoń	
la ostra	N		ostryga	
el pulpo	N		ośmiornica	
la trucha	N		pstrąg	
el cangrejo	N		rak	
la lucioperca	N		sandacz	
las sardinas	N		sardynki	
el siluro	N		sum	
el lucio	N		szczupak	
el espadín	N		szprot	
el arenque	N		śledź	
el caracol	N		ślimak	
el atún	N		tuńczyk	
la anguila	N		węgorz	
el chocolate caliente	NP		gorąca czekolada	
el té negro	NP		herbata czarna	
el té con azúcar	NP		herbata z cukrem	
el té con limón	NP		herbata z cytryną	
el té verde	NP		herbata zielona	
el yogur	N		jogurt	
el cacao	N		kakao	
el decafeinado	N		kawa bezkofeinowa	
el café con leche	NP		kawa biała	
el café solo	NP		kawa czarna	
el cortado	N		kawa z bardzo matą ilością mleka	
el cóctel	N		koktajl	
la limonada	N		lemoniada	
la leche	N		mleko	
el refresco	N		napój	
la horchata	N		napój z cibory (roślina strączkowa)	
la cerveza	N		piwo	
la cerveza oscura	NP		piwo ciemne	
la cerveza ligera	NP		piwo jasne	
el lager	N		piwo jasne	
la cerveza de barril	NP		piwo z beczki	
la caña	N		piwo z beczki	
la manzanilla	N		rumianek	
el jugo	N		sok	
el zumo	N		sok	
el champán	N		szampan	
el whisky	N		whisky	
el güisqui	N		whisky	
el vino blanco	NP		wino białe	
el vino tinto	NP		wino czerwone	
el vino semiseco	NP		wino półwytrawne	
el vino dulce	NP		wino słodkie	
el vino de mesa	NP		wino stołowe	
el vino de casa	NP		wino stołowe	
el vino seco	NP		wino wytrawne	
el agua con gas	NP		woda gazowana	
el agua mineral	NP		woda mineralna	
el agua natural	NP		woda niegazowana	
la vodka	N		wódka	
la aguardiente	N		wódka	
el pan blanco	NP		białe pieczywo	
el panecillo	N		bułka	
el pan	N		chleb	
el pan de centeno	NP		chleb razowy	
el azúcar	N		cukier	
los terrones de azúcar	NP		cukier w kostkach	
el bollo	N		drożdżówka	
el huevo	N		jajko	
la salsa de tomate	NP		keczup	
la mantequilla	N		masło	
el suero de la leche	NP		maślanka	
la leche cortada	NP		maślanka	
la leche	N		mleko	
la mostaza	N		musztarda	
el vinagre	N		ocet	
el aceite de oliva	NP		oliwa z oliwek	
el afrecho	N		otręby	
el salvado	N		otręby	
los condimentos	N		przyprawy	
las especias	N		przyprawy	
el queso	N		ser	
el requesón	N		ser biały; twaróg	
el queso manchego	NP		ser z regionu La Mancha	
la salsa	N		sos	
el aliño	N		sos do sałatek	
el aderezo	N		sos do sałatek	
la salsa de soya	NP		sos sojowy	
la nata	N		śmietana	
el desayuno	N		śniadanie	
la marmelada	N		dżem	
el pan tumaca	NP		grzanka z pomidorem i oliwą	
la hamburgesa	N		hamburger	
el perrito caliente	NP		hot dog	
los huevos revueltos	NP		jajecznica	
el huevo pasado por agua	NP		jajko na miękko	
el huevo duro	NP		jajko na twardo	
el bocadillo	N		kanapka	
la miel	N		miód	
los crepes	N		naleśniki	
la tortilla francesa	NP		omlet z jajek	
la tortilla española	NP		omlet z ziemniaków	
la salchicha	N		parówka; kiełbaska	
paté	N		pasztet	
la tortilla de maíz	NP		placek kukurydziany	
el cereal	N		płatki zbożowe	
el croissant	N		rogalik	
el primer plato	NP		pierwsze danie	
el segundo plato	NP		drugie danie	
el guisado de col blanca fermentada	NP		bigos	
la carne de caza	NP		dziczyzna	
las tripas	N		flaki	
los callos	N		flaki	
las patatas fritas	NP		frytki	
la chuleta	N		kotlet	
la chuleta de ternera	NP		kotlet cielęcy	
la chuleta de cerdo	NP		kotlet wieprzowy	
el filete	N		kotlet; filet	
las gambas al ajillo	NP		krewetki w sosie czosnkowym	
el pollo asado	NP		kurczak pieczony	
la lasaña	N		lazania	
la pasta	N		makaron	
los fideos	N		makaron cienki	
la carne picada	NP		mięso mielone	
las patatas bravas	NP		pieczone ziemniaki z pikantnym sosem	
las empanadillas cocidas	NP		pierogi	
las empanadillas	N		pierożki pieczone	
la pechuga de pollo	NP		pierś z kurczaka	
las albóndigas	N		pulpety	
el caldo	N		rosół	
el cocido	N		rosół z mięsem i warzywami	
el arroz	N		ryż	
la paella	N		ryż z owocami morza lub mięsem	
la ensalada	N		sałatka	
