Phrase	Grammar	Transcription	Translation	Notes
drágă			droga	
întrebáre	f		pytanie	
líber			wolny	
timp	n		czas	
ástăzi			dziś	
mấine			jutro	
priéteni	pl		przyjaciele	
poáte			być może	
atúnci			wtedy	
a pupá			dać buziaka; całować	
a sărutá			całować	
act	n		dokument	
cetăţeníe	f		obywatelstwo	
víză	f		wiza	
a sta			mieszkać	
hotél	n		hotel	
vacánță	f		wakacje	
grănicér	m		żołnierz ochrony pogranicza	
cevá			coś	
a notá			zanotować	
cunoştínţe	f pl		znajomi	
rúde	f pl		krewni; rodzina	
Am o întrebáre!			Mam pytanie!	
Eşti líberă astăzi, ai timp?			Masz dziś wolne, masz czas?	
Am niște prieteni în vízită			Mam w gościach przyjaciół	
Te pup!			Buziaki!	familiarnie
Te sărut!			Całuję!	
Pa-pa!			Pa-pa!	
O zi búnă!			Dobrego dnia!	
Un act de identitáte			dokument tożsamości	
Cetăţeníe rúsă			obywatelstwo rosyjskie	
Víză Schéngen			wiza Schengen	
Vacánță plăcută!			Przyjemnych wakacji!
geántă	f		torba	
înaínte de			przed	
plecáre	f		odjazd	
a verificá			sprawdzać	
dácă			czy	
lúcruri	n pl		rzeczy	
necesár			niezbędny	
asiguráre	f		ubezpieczenie	
medicálă			zdrowotna; medyczna	
călătoríe	f		podróż	
vóucher	n		voucher	
péntru			dla	
card	n		karta	bankowa
bancár			bankowy	
báni	m pl		pieniądze	
mărúnți	pl		drobne	
éuro	m sg/pl		euro	
rúble	f pl		ruble	
separát			oddzielnie	
despărțitúră	f		oddzielona przestrzeń	w torebce
ápă	f		woda	
șervețéle	n pl		chusteczki do nosa; serwetki	
trúsă	f		zestaw	
órice			dowolny; jakikolwiek	
eventualitáte	f		ewentualność	
pix	n		długopis	
creión	n		ołówek	
agéndă	f		agenda; dziennik; notes	
númere	n pl		numery	
adrése	f pl		adresy	
poşétă	f		torebka	
úmăr	n		ramię; bark	
o carte	f		książka	
iáu			biorą	
a lua			brać	
cadóuri	n pl		prezenty; podarunki	
rúcsac	n		plecak	
valíză	f		walizka	
mobíl	n		telefon komórkowy	
chéi	f pl		klucze	
portmonéu	n		portmonetka; portfel	
Înaínte de plecáre			przed odjazdem	
María verífică dácă áre lúcrurile necesáre în geántă.			Maria sprawdza czy wszystko niezbędne jest w jej torbie.	
telefónul mobíl			telefon komórkowy	
permísul de condúcere			prawo jazdy	
asiguráre medicálă de călătoríe			podróżne ubezpieczenie medyczne	
un card bancár			karta bankowa	
báni mărúnţi			drobne pieniądze	
într-o despărțitúră			w jednej kieszeni (torby)	
níște ápă			trochę wody	
o trúsă de toalétă			kosmetyczka	
péntru órice eventualitáte			na wszelki wypadek	
cắrți de vízită			wizytówki	
númere de telefón			numery telefonów	
la îndemấnă			pod ręką; blisko	
o geantă de úmăr			torba na ramię	
în cáre			w którym	
