Phrase	Grammar	Transcription	Translation	Notes
las Islas Galápagos			Wyspy Galapagos	
el Archipiélago de Colón			Archipelag Kolumba	
las Islas Malvinas			Malediwy	
muchos			wielu	
América Latina			Ameryka Łacińska	
estar			być; znajdować się	
estar unido por			być zjednoczonym dzięki	
común			wspólny	
hay			jest; istnieje	
también			także; też	
la cosa			rzecz	
la autopista			autostrada	
la carretera			ulica; droga	
recorrer			przebiegać	
el oeste			zachód	
el continente			kontynent	
americano			amerykański	
desde			od	
Alaska			Alaska	
en el norte			na północy	
hasta			aż do	
en el sur			na południu	
la ruta			droga; szlak	
el kilómetro			kilometr	
pasar por			przechodzić przez	
cruzar			przechodzić na drugą stronę; przecinać	
el paisaje			pejzaż	
espectacular			widowiskowy; spektakularny	
encontrarse con			napotykać na	
gran			wielki	
la diversidad			różnorodność	
geográfico			geograficzny	
climático			klimatyczny	
la zona			strefa	
denso			gęsty	
la selva tropical			las tropikalny	
alto			wysoki	
frío			zimny	
la montaña			góra; góry	
el puerto de montaña			przełęcz	
la capital			stolica	
¿verdad?			nieprawdaż?	
estar seguro			być pewnym	
la moneda			moneta	
el peso			Peso	waluta
creer			wierzyć	
el clima			klimat	
seco			suchy	
templado			umiarkowany	
en el centro			w centrum	
el producto			produkt	
importante			ważny	
el cobre			miedź	
la lengua oficial			język urzędowy	
el dólar			dolar	
la población			ludność	
el millón			milion	
el café			kawa	
la empanada			pieróg	
el interés			zainteresowanie	
turístico			turystyczny	
los Andes			Andy	
la Isla de Pascua			Wyspa Wielkanocna	
la costa			wybrzeże	
en el interior			wewnątrz kraju	
el cacao			kakao	
el gallopinto			gallopinto	potrawa z czilijskiej fasoli
el parque natural			rezerwat przyrody	
el locro			locro	pikantna potrawa z ziemniaków
las Islas Canarias			Wyspy Kanaryjskie	
Andalucía			Andaluzja	
Cataluña			Katalonia	
las Islas Baleares			Baleary	
el catalán			język kataloński	
el vasco			język baskijski	
el gallego			język galicyjski	
la paella			paella	potrawa ze smażonego ryżu z owocami morza lub mięsem
el aceite			oliwa	
el supermercado			supermarket	
contestar			odpowiadać	
sobre			na	
ganar			wygrywać; zyskiwać	
fabuloso			bajeczny	
el viaje			podróż	
la persona			osoba	
para dos personas			dla dwóch osób	
los gastos			koszty	
pagar			opłacić; zapłacić	
fantástico			fantastyczny	
la estrella			gwiazda	
el hotel de cinco estrellas			hotel pięciogwiazdkowy	
el habitante			mieszkaniec	
la habitante			mieszkanka	
ninguno			żaden	
el maya			język Majów	
el desierto			pustynia	
atlántico			atlantycki	
lluvioso			deszczowy	
el tequila			tekila	
el estado			stan	
la bebida			napój	
Yucatán			Jukatan	
el río			rzeka	
enviar			posyłać	
la respuesta			odpowiedź	
el apartado de correos			skrytka pocztowa	
el asunto			sprawa	
el archivo adjunto			załącznik	
los papis			rodzice	
ahora			teraz	
simpático			sympatyczny	
todo el mundo			wszyscy; każdy	
amable			uprzejmy; miły; łaskawy	
además			poza tym	
precioso			cenny; śliczny; drogi; wartościowy	
la arena			piach	
negro			czarny	
maravilloso			wspaniały	
el Pacífico			Pacyfik	
increíble			niewiarygodny	
el tamal			tamal	potrawa z kukurydzy i mięsa
más			więcej	
rico			bogaty; smaczny; obfity; wyśmienity	
hacer			robić	
el calor			ciepło; upał	
hace calor			jest gorąco	
húmedo			wilgotny	
llover			padać	o deszczu
por la tarde			wieczorem; po południu	
casi			prawie	
el día			dzień	
no importa			nic nie szkodzi	
mañana			jutro	
la ruina			ruiny	
maya			Majów	
después			następnie	
allí			tam	
¿vale?			w porządku?	
el beso			pocałunek	
el guacamole			guacamole	pikantny krem z awokado
el plato			potrawa	
mexicano			meksykański	
tradicional			tradycyjny	
el chat			czat	
la sala de encuentros			miejsce spotkań	
el final			koniec	
a final de mes			na koniec miesiąca	
algún			jakiś	
conectar			połączyć	
la ciudad			miasto	
primero			po pierwsze	
interesante			interesujący	
el parque			park	
el acueducto			akwedukt	
romano			rzymski	
lindo			ładny	
bueno			dobrze	
el biólogo			biolog	mężczyzna
la bióloga			biolog	kobieta
la Giralda			wieża katedry w Sewilli	
la Alhambra			Alhambra	mauretański pałac i warownia w Granadzie z XIII w.
bonito			piękny	
por ejemplo			na przykład	
exactamente			dokładnie	
perfecto			doskonały; perfekcyjny	
muchas gracias			wielkie dzięki; dziękuję bardzo	
Asturias			Asturia	
el vino			wino	
el estadio			stadion	
el petróleo			ropa naftowa	
las islas Cíes			wyspy Cíes	grupa wysp w Galicji
el lago			jezioro	
la catedral			katedra	
peruano			peruwiański	
la región			region	
la delincuencia			przestępczość	
Francia			Francja	
el tipo			rodzaj; typ	
autóctono			tubylczy	
nevar			padać	o śniegu
el frío			zimno; mróz	
hace frío			jest zimno	
Centroamérica			Ameryka Centralna	
el mate			herbata mate	
la infusión			napar	
las castañuelas			kastaniety	
el instrumento musical			instrument muzyczny	
de habla hispana			hiszpańskojęzyczny	
el Nilo			Nil	
el Amazonas			Amazonka	
largo			długi	
el Everest			Ewerest	
el más poblado			najgęściej zaludniony	
el canguro			kangur	
el Caribe			Karaiby	
el reggae			reggae	
la pirámide			piramida	
los Urales			Ural	
pequeño			mały	
Europa			Europa	
el romanche			język rheto-romański	
Kilimanjaro			Kilimandżaro	
Kenia			Kenia	
Tanzania			Tanzania	
el equipo			drużyna	
el bife a caballo			stek z jajkami sadzonymi	
el oso			niedźwiedź	
la osa			niedźwiedzica	
el elefante			słoń	
la elefanta			słonica	
el Taj Mahal			Tadż-Mahal	
la Sagrada Familia			katedra w Barcelonie "Święta Rodzina"	
la Torre de Pisa			krzywa wieża w Pizie	
la palmera			palma	
el molino de viento			wiatrak	
la pista de esquí			ścieżka narciarska	
el camello			wielbłąd	
China			Chiny	
Asia			Azja	
el chino mandarín			język chiński-mandaryński	
el dialecto			dialekt	
Tailandia			Tajlandia	
ni idea			nie mam pojęcia	
latino			latyno-amerykański	
el superlativo			stopień najwyższy; superlatyw	
el planeta			planeta	
desde hace			od czasu	
