Phrase	Grammar	Transcription	Translation	Notes
车厢		chēxiāng	przedział	w wagonie kolejowym
事故		shìgù	wypadek	
卧具		wòjù	miejsce do leżenia	w wagonie sypialnym
上车		shàngchē	wsiadać	do pojazdu
盒饭		héfàn	jedzenie zapakowane w pudełko	
买		mǎi	kupować	
换车		huànchē	przesiadać się	
查票		chápiào	sprawdzać bilety	
打扫		dǎsǎo	sprzątać; zamiatać	
列车员		lièchē yuán	konduktor	
晚点		wǎndiǎn	opóźnić się	
餐车		cānchē	wagon restauracyjny	
显示		xiǎnshì	wystawiać; prezentować	
电子屏幕		diànzǐ píngmù	ekran	
特快		tèkuài	ekspresowy	
票价		piàojià	cena za bilet	
下车		xiàchē	wysiadać	z pojazdu
上车		shàngchē	wsiadać	do pojazdu
硬座		yìngzuò	miejsce siedzące drugiej klasy	twarde
硬卧		yìngwò	miejsce leżące drugiej klasy	twarde
用餐		yòngcān	jeść posiłek	
慢车		mànchē	pociąg lokalny	powolny pociąg z dużą ilością przystanków
长途		chángtú	dalekobieżny	
下铺		xiàpù	dolne miejsce do leżenia	w wagonie sypialnym
现代		xiàndài	współczesny; Hyundai	
准时		zhǔnshí	punktualny	
正点		zhèngdiǎn	punktualnie; według rozkładu	
单程票		dānchéng piào	bilet w jedną stronę	
人员		rényuán	załoga; personel	
站台		zhàntái	peron	
月台		yuètái	platforma	
推迟		tuīchí	odłożyć na później	
来回票		láihuí piào	bilet tam i z powrotem	
卖		mài	sprzedać	
服务		fúwù	obsługiwać	
卧铺		wòpù	miejsce do leżenia w wagonie sypialnym	
小吃		xiǎochī	przekąska	
零食		língshí	przekąska	
软卧		ruǎnwò	miejsce do leżenia pierwszej klasy	miękkie, w wagonie sypialnym
票		piào	banknot; bilet	
售票处		shòupiàochù	kasa biletowa	
整理		zhěnglǐ	uporządkować	
时刻表		shíkè biǎo	rozkład jazdy	
火车站		huǒchē zhàn	stacja kolejowa	
等		děng	ranga; klasa; czekać	
候车室		hòuchēshì	poczekalnia	
上铺		shàngpù	miejsce do leżenia na górze	w wagonie sypialnym
