Phrase	Grammar	Transcription	Translation	Notes
kayfiyat			nastrój; samopoczucie
kech			wieczór
kun			dzień
mehmon			gość
mezbon			gospodyni domu
salomlashish			powitanie; pozdrowienie
sog’lik			zdrowie
tong			świt
xayrlashish			pożegnanie
о’g’il			syn
оt			imię
ism			imię
barcha			wszyscy
bari			wszyscy
hamma			wszyscy
qanday?			jak?
qalay?			jak?
necha?			ile?
nechta?			ile?
kelmoq			przychodzić
ketmoq			odchodzić
ko’rsatmoq			pokazać
qaramoq			patrzeć
salomlashmoq			witać się
uyg’onmoq			budzić się
xayrlashmoq			żegnać się
chiqmoq			wychodzić
ko’k			niebieski
mazali			smaczny
oq			biały
shirin			słodki
qora			czarny
Assalomu alaykum!			Dzień dobry!	Pokój z wami!
Salomatmisiz?			Jesteście zdrowi?
Salomatmisan?			Jesteś zdrowy?
Ishlaringiz qanday?			Jak wasze sprawy?
Ishlaring qanday?			Jak twoje sprawy?
Ahvollaringiz yaxshimi?			Jak wasze zdrowie?
Ahvollaring yaxshimi?			Jak twoje zdrowie?
Kayfiyatlaringiz yaxshimi?			Macie się dobrze?
Kayfiyatlaring yaxshimi?			Masz się dobrze?
Xayrli tong!			Dzień dobry!	rano
Salom!			Cześć!
Xayrli kun!			Dzień dobry!
Qalaysan?			Jak się masz?
Xayrli kech!			Dobry wieczór!
Yaxshimisan?			Jak się masz?
Xayrli tun!			Dobranoc!
Xayr!			Żegnajcie! Żegnaj!
Sog’ bo’ling!			Bądźcie zdrowi!
Sog’bo’l!			Badź zdrów!
Sog’omon bo’ling!			Bądźcie zdrowi!
Yaxshi qoling!			Zostańcie w pokoju!
Ko’rishguncha!			Do widzenia!
Uchrashguncha!			Do widzenia!
