Phrase	Grammar	Transcription	Translation	Notes
am	v		mam	
apă	f		woda	
cană	f		dzban	
carte	f		książka	
casă	f		dom	
clasă	f		klasa	
cu	prep		z; należący do	
de	prep		z; zrobiony z	
fată	f		dziewczyna	
ladă	f		skrzynka	
lamă	f		ostrze	
lampă	f		lampa	
lapte	m		mleko	
lemn	n		drewno	
masă	f		stół	
măr	n		jabłko	
o	det f		-	rodzajnik określony
om	m		mężczyzna	
pahar	n		szklanka	
pe	prep		na	
pom	m		drzewo	
pun	v		kładę	
ras	n		golenie	
sală	f		sala	
sub	prep		pod	
text	n		tekst	
toc	n		pióro do pisania	
tren	n		pociąg	
un	det m/n		jakiś; pewien	rodzajnik nieokreślony
văd	v		widzę	
o cană cu apă			dzban wody	
o lamă de ras			brzytwa	
o sală de clasă			klasa	
de lemn			z drewna	
