Phrase	Grammar	Transcription	Translation	Notes
la abuela	N		babcia	
la confirmación	N		bierzmowanie	
los gemelos	N		bliźnięta	
los mellizos	N		bliźnięta	
el hermano	N		brat	
el hermanastro	N		brat przyrodni	
ser la oveja negra	VP		być czarną owcą	
estar embarazada	VP		być w ciąży	
la ex-mujer	N		była żona	
el ex-marido	N		były mąż	
el bautismo	N		chrzest	
la tía	N		ciotka	
la hija	N		córka	
el miembro de la familia	NP		członek rodziny	
la dama de honor	NP		druhna	
el abuelo	N		dziadek	
los niños	N		dzieci	
el Día de la Abuela	NP		Dzień Babci	
el Día del Abuelo	NP		Dzień Dziadka	
el Día del Niño	NP		Dzień Dziecka	
el Día de la Madre	NP		Dzień Matki	
el Día del Padre	NP		Dzień Ojca	
el Día de San Valentin	NP		Dzień Zakochanych; Walentynki	
las felicitaciones	N		gratulacje	
el día de santo	NP		imieniny	
el aniversario	N		jubileusz	
pelear	V		kłócić się	
tener una pelea	VP		kłócić się	
discutir	V		kłócić się	
el amante	N		kochanek	
la amante	N		kochanka	
el conflicto generacional	NP		konflikt pokoleń	
el concubinato	N		konkubinat	
el familiar	N		krewny	
el miembro de la familia	NP		krewny	
el amigo	N		kumpel; kolega	
el compañero	N		kumpel; kolega	
el primo	N		kuzyn	
la prima	N		kuzynka	
la madrastra	N		macocha	
el matrimonio	N		małżeństwo	
el esposo	N		małżonek	
la esposa	N		małżonka	
la madre	N		matka	
mamá	N		mama	
la madrina	N		matka chrzestna	
el marido	N		mąż	
la luna de miel	NP		miesiąc miodowy	
la familia más cercana	NP		najbliższa rodzina	
la novia	N		narzeczona	
el novio	N		narzeczony	
el hijo ilegítimo	NP		nieślubne dziecko	
celebrar	V		obchodzić; świętować	
festejar	V		obchodzić; świętować	
esperar un hijo	VP		oczekiwać dziecka	
heredar	N		odziedziczyć	
el padre	N		ojciec	
el padrino	N		ojciec chrzestny	
el padrastro	N		ojczym	
cuidar de	V		opiekować się	
abandonar el nido	VP		opuścić gniazdo	
la petición de mano	NP		oświadczyny	
el novio	N		pan młody	
la novia	N		panna młoda	
la pareja	N		para	
la Primera Comunión	NP		pierwsza komunia św.	
reconciliarse	V		pogodzić się z kimś	
el entierro	N		pogrzeb	
abandonar	V		porzucić	
casar	V		poślubić	
el descendiente	N		potomek	
la familia política	NP		powinowaci	
la tatarabuela	N		prababka	
el tatarabuelo	N		pradziadek	
los antepasados	N		przodkowie	
el hijo adoptivo	NP		przybrane dziecko	
los padres adoptivos	NP		przybrani rodzice	
el amigo	N		przyjaciel	
la amiga	N		przyjaciółka	
la amistad	N		przyjaźń	
el hermanastro	N		przyrodni brat	
la hermanastra	N		przyrodnia siostra	
adoptar	V		przysposobić; adoptować	
echar a perder a un niño	V		psuć dziecko	
la cita	N		randka	
el aniversario de boda	NP		rocznica ślubu	
los hermanos	N		rodzeństwo	
los padres	N		rodzice	
la familia	N		rodzina	
la familia monoparental	NP		rodzina niepełna	
la familia multigeneracional	NP		rodzina wielopokoleniowa	
la familia de acogida	NP		rodzina zastępcza	
