Phrase	Grammar	Transcription	Translation	Notes
aja			dopiero co; właśnie; przed chwilą	nieformalny odpowiednik "saja"
ama			z; razem z; i	nieformalny odpowiednik "sama"
apa			... czy ...? 	potocznie
Mobil ini apa mobil itu?			Ten czy tamten samochód?	
bilang			twierdzić; mówić	
Siapa bilang?			I kto to mówi?	
belum			jeszcze nie	
Belum selesai.			Jeszcze nie skończyłem.	
cakep			ładny; przystojny; ponętny	potocznie
cantik			ładna; piękna	o urodzie dziewczyny lub kobiety
dosén			wykładowca uniwersytecki; profesor	
duit			pieniądze; kasa	potocznie
gimana			jak? w jaki sposób	nieformalny odpowiednik "bagaimana"
Gimana kabarnya?			Co słychać? Jak leci?	
kali			być może; prawdopodobnie; chyba	nieformalny odpowiednik "barangkali"
kawin			ożenić się; wyjść za mąż	
Belum kawin			jeszcze wolny; jeszcze wolna	
kerja			pracować	nieformalny odpowiednik "bekerja"
masih			nadal; ciągle; jeszcze	
Masih muda.			jescze młody	
muda			młody	
ortu			rodzice	skrót w slangu od "orang tua"
sudah			już	
Sudah makan?			jadłeś już?	
tanggal			data; dzień miesiąca	
Tanggal satu Januari.			pierwszy stycznia	
teman			przyjaciel	
terkenal			sławny; znany	
tuh			tamten	nieformalny odpowiednik "itu"
tua			stary	
uang			pieniądze	
uang kuliah			czesne	za naukę w uniwersytecie
udah			już	nieformalny odpowiednik "sudah"
Sudah makan?			Już jadłeś?	
