Phrase	Grammar	Transcription	Translation	Notes
aduh			oj; och	
Aduh! Sakit!			Oj! To boli!	
agama			religia; wyznanie	
Agama Islam			Islam	
alamat			adres	
bantu			pomagać; obsługiwać	
bersekolah			chodzić do szkoły; uczyć się w szkole	
Saya bersekolah di Sekolah Menengah Nurul Islam.			Uczę się w liceum Nurul Islam.	
hidup			żyć; być żywym	
ikut			przyłączyć się; robić coś z innymi	
Siapa yang mau ikut?			Kto chce się przyłączyć?	
jadi			więc; zatem	
keterangan			dane; informacja	
keterangan diri			dane osobowe	
kembali			proszę bardzo	w odpowiedzi na "dziękuję"
lagi			znowu; ponadto	
Apa lagi?			Co jeszcze?	
Siapa lagi?			Kto jeszcze?	
lama			długo; długotrwały	gdy mowa o czasie
Sudah lama tinggal di sini?			Jak długo tu mieszkasz?	
meninggal			umrzeć; być zmarłym	uprzejme wyrażenie oznaczające "umrzeć"
permisi			przepraszam	gdy komuś przerywamy, powodujemy niedogodoność, chcemy odejść
Permisi, boleh saya duduk di sini?			Przepraszam, mogę tu usiąść?	
Saudara			proszę pana; proszę pani	
Sekolah Menengah Pertama			szkoła podstawowa	w skrócie: SMP
Sekolah Teknik Atas			technikum	
sudah berapa lama?			od kiedy?	
Sudah berapa lama Anda di sini?			Od kiedy tu jesteś?	
tanda tangan			podpis	
