Phrase	Grammar	Transcription	Translation	Notes
爱心	àixīn	compassion, kindness	HSK 5
岸	àn	coast, bank (of a river)	HSK 5
安慰	ānwèi	consolation	HSK 5
傍晚	bàngwǎn	evening	HSK 5
宝贝	bǎobèi	treasure, baby (term of affection)	HSK 5
报道	bàodào	(news) report	HSK 5
报告	bàogào	(work) report	HSK 5
包裹	bāoguǒ	package	HSK 5
报社	bàoshè	newspaper (company)	HSK 5
保险	bǎoxiǎn	insurance	HSK 5
抱怨	bàoyuàn	complaint	HSK 5
把握	bǎwò	certainty (of an outcome)	HSK 5
背	bèi	(one's) back	HSK 5
背景	bèijǐng	background	HSK 5
被子	bèizi	quilt, comforter	HSK 5
本科	běnkē	undergraduate course of study	HSK 5
本领	běnlǐng	learnable skill, ability	HSK 5
本质	běnzhì	essence, nature	HSK 5
辩论	biànlùn	debate	HSK 5
鞭炮	biānpào	firecrackers	HSK 5
表达	biǎodá	expression	HSK 5
标点	biāodiǎn	punctuation	HSK 5
表面	biǎomiàn	surface	HSK 5
表情	biǎoqíng	(facial) expression; emoji	HSK 5
表现	biǎoxiàn	(personal) performance	HSK 5
标志	biāozhì	symbol, mark	HSK 5
比例	bǐlì	proportion	HSK 5
病毒	bìngdú	virus	HSK 5
冰激凌	bīngjīlíng	ice cream	HSK 5
玻璃	bōli	glass (the substance)	HSK 5
博物馆	bówùguǎn	museum	HSK 5
脖子	bózi	neck	HSK 5
布	bù	cloth	HSK 5
部门	bùmén	department	HSK 5
步骤	bùzhòu	phase, stage	HSK 5
财产	cáichǎn	property	HSK 5
采访	cǎifǎng	an interview	HSK 5
彩虹	cǎihóng	rainbow	HSK 5
操场	cāochǎng	playground	HSK 5
测验	cèyàn	test	HSK 5
差距	chājù	discrepancy, difference	HSK 5
常识	chángshí	general knowledge, common sense	HSK 5
产品	chǎnpǐn	product	HSK 5
叉子	chāzi	fork	HSK 5
车库	chēkù	garage	HSK 5
程度	chéngdù	degree	HSK 5
成分	chéngfèn	ingredient, component	HSK 5
成果	chéngguǒ	result, achievement	HSK 5
称呼	chēnghu	form of address	HSK 5
成就	chéngjiù	accomplishment	HSK 5
成人	chéngrén	adult	HSK 5
程序	chéngxù	computer program, procedure	HSK 5
成语	chéngyǔ	Chinese idiom, often made up of 4 characters	HSK 5
成长	chéngzhǎng	growth	HSK 5
车厢	chēxiāng	carriage, train car	HSK 5
翅膀	chìbǎng	wing	HSK 5
池塘	chítáng	pool, pond	HSK 5
尺子	chǐzi	ruler (for measuring)	HSK 5
充电器	chōngdiànqì	electric charger	HSK 5
宠物	chǒngwù	pet	HSK 5
抽屉	chōuti	drawer	HSK 5
窗帘	chuānglián	window curtains	HSK 5
传说	chuánshuō	legend	HSK 5
传统	chuántǒng	tradition	HSK 5
出口	chūkǒu	export	HSK 5
除夕	Chúxī	Chinese New Year's Eve	HSK 5
词汇	cíhuì	vocabulary	HSK 5
从前	cóngqián	formerly, once upon a time	HSK 5
醋	cù	vinegar	HSK 5
措施	cuòshī	measures (taken to solve a problem)	HSK 5
代表	dàibiǎo	representative, delegate	HSK 5
贷款	dàikuǎn	a loan; to provide a loan (e.g. bank)	HSK 5
待遇	dàiyù	treatment, pay	HSK 5
当地	dāngdì	local	HSK 5
单位	dānwèi	unit (of measure), work unit	HSK 5
胆小鬼	dǎnxiǎoguǐ	coward	HSK 5
单元	dānyuán	unit (forming an entity)	HSK 5
道德	dàodé	morality	HSK 5
道理	dàolǐ	reason, sense	HSK 5
导演	dǎoyǎn	director	HSK 5
岛屿	dǎoyǔ	island	HSK 5
大厦	dàshà	office tower	HSK 5
大象	dàxiàng	elephant	HSK 5
电池	diànchí	battery	HSK 5
电台	diàntái	broadcasting station	HSK 5
点心	diǎnxin	dim sum (Cantonese cooking)	HSK 5
地理	dìlǐ	geography	HSK 5
顶	dǐng	top, most, roof	HSK 5
地区	dìqū	region	HSK 5
敌人	dírén	enemy	HSK 5
地毯	dìtǎn	carpet	HSK 5
地位	dìwèi	status	HSK 5
地震	dìzhèn	earthquake	HSK 5
洞	dòng	cave	HSK 5
动画片	dònghuàpiàn	animated film	HSK 5
豆腐	dòufu	tofu	HSK 5
对方	duìfāng	the other person, the other side	HSK 5
对手	duìshǒu	opponent, adversary	HSK 5
对象	duìxiàng	object, (romantic) partner	HSK 5
耳环	ěrhuán	earring	HSK 5
罚款	fákuǎn	a (monetary) fine	HSK 5
发明	fāmíng	invention	HSK 5
方案	fāng'àn	solution	HSK 5
方式	fāngshì	method, way	HSK 5
范围	fànwéi	range, scope	HSK 5
反应	fǎnyìng	reaction, response	HSK 5
反映	fǎnyìng	reflection	HSK 5
发票	fāpiào	official receipt for purchase	HSK 5
发言	fāyán	speech, statement	HSK 5
法院	fǎyuàn	court of law	HSK 5
废话	fèihuà	nonsense, obvious statements	HSK 5
肥皂	féizào	soap	HSK 5
奋斗	fèndòu	struggles	HSK 5
风格	fēnggé	style	HSK 5
风景	fēngjǐng	scenery, landscape	HSK 5
风俗	fēngsú	social custom	HSK 5
风险	fēngxiǎn	risk	HSK 5
分析	fēnxī	analysis	HSK 5
辅导	fǔdǎo	guidance	HSK 5
妇女	fùnǚ	woman (usu. married)	HSK 5
服装	fúzhuāng	clothing	HSK 5
改革	gǎigé	reform	HSK 5
概念	gàiniàn	concept, idea	HSK 5
钢铁	gāngtiě	steel	HSK 5
感受	gǎnshòu	a feeling, an impression	HSK 5
感想	gǎnxiǎng	impressions	HSK 5
隔壁	gébì	next door	HSK 5
根	gēn	root	HSK 5
个人	gèrén	personal, individual	HSK 5
个性	gèxìng	personality	HSK 5
工厂	gōngchǎng	factory	HSK 5
工程	gōngchéng	(engineering or construction) project	HSK 5
工具	gōngjù	tool	HSK 5
功能	gōngnéng	function	HSK 5
工人	gōngrén	worker	HSK 5
贡献	gòngxiàn	contribution	HSK 5
工业	gōngyè	industry	HSK 5
公寓	gōngyù	apartment	HSK 5
公元	gōngyuán	CE (Common Era)	HSK 5
公主	gōngzhǔ	princess	HSK 5
拐弯	guǎiwān	to go round a curve	HSK 5
官	guān	officials	HSK 5
观察	guānchá	observation	HSK 5
观点	guāndiǎn	point of view	HSK 5
广场	guǎngchǎng	public square, plaza	HSK 5
光明	guāngmíng	light, the light	HSK 5
光盘	guāngpán	compact disc	HSK 5
冠军	guànjūn	champion	HSK 5
观念	guānniàn	conception	HSK 5
管子	guǎnzi	pipe, tube	HSK 5
古代	gǔdài	ancient times	HSK 5
姑姑	gūgu	paternal aunt	HSK 5
规矩	guīju	established practices	HSK 5
规律	guīlǜ	regular pattern, rule, law	HSK 5
规模	guīmó	scale, scope	HSK 5
柜台	guìtái	front desk, service counter	HSK 5
规则	guīzé	rules	HSK 5
姑娘	gūniang	young woman, girl	HSK 5
锅	guō	wok, pot, pan	HSK 5
国庆节	Guóqìngjié	National Day (October 1st) of the PRC	HSK 5
果实	guǒshí	fruit (of a plant)	HSK 5
国王	guówáng	king	HSK 5
股票	gǔpiào	stock, share	HSK 5
骨头	gǔtou	bone	HSK 5
海关	hǎiguān	customs (i.e. at the airport)	HSK 5
海鲜	hǎixiān	seafood	HSK 5
行业	hángyè	industry	HSK 5
和平	Hépíng	peace	HSK 5
合同	hétong	a contract	HSK 5
核心	héxīn	core	HSK 5
后背	hòubèi	the back	HSK 5
后果	hòuguǒ	consequences	HSK 5
猴子	hóuzi	monkey	HSK 5
壶	hú	pot (of tea)	HSK 5
黄金	huángjīn	gold	HSK 5
花生	huāshēng	peanut	HSK 5
话题	huàtí	topic	HSK 5
化学	huàxué	chemistry	HSK 5
华裔	huáyì	person of Chinese heritage	HSK 5
蝴蝶	húdié	butterfly	HSK 5
灰	huī	ash, dust	HSK 5
灰尘	huīchén	dust	HSK 5
汇率	huìlǜ	exchange rate	HSK 5
婚礼	hūnlǐ	wedding ceremony; wedding	HSK 5
婚姻	hūnyīn	marriage	HSK 5
伙伴	huǒbàn	partner	HSK 5
火柴	huǒchái	matches	HSK 5
胡同	hútòng	alley (in traditional parts of Beijing)	HSK 5
甲	jiǎ	first in a series, highest grade of quality	HSK 5
嘉宾	jiābīn	honored guest	HSK 5
肩膀	jiānbǎng	shoulder	HSK 5
剪刀	jiǎndāo	scissors	HSK 5
酱油	jiàngyóu	soy sauce	HSK 5
讲座	jiǎngzuò	(academic) lecture	HSK 5
简历	jiǎnlì	resume, CV	HSK 5
键盘	jiànpán	keyboard (of a computer)	HSK 5
建设	jiànshè	construction	HSK 5
兼职	jiānzhí	a part-time job	HSK 5
建筑	jiànzhù	building, structure; architecture	HSK 5
教材	jiàocái	teaching materials	HSK 5
角度	jiǎodù	angle	HSK 5
交际	jiāojì	communication	HSK 5
教练	jiàoliàn	coach, trainer	HSK 5
胶水	jiāoshuǐ	glue	HSK 5
交往	jiāowǎng	(interpersonal) relationship	HSK 5
教训	jiàoxun	to lecture (on principles)	HSK 5
家庭	jiātíng	household	HSK 5
家务	jiāwù	housework	HSK 5
家乡	jiāxiāng	hometown	HSK 5
价值	jiàzhí	value	HSK 5
夹子	jiāzi	clip	HSK 5
接触	jiēchù	in come into contact with, to encounter	HSK 5
阶段	jiēduàn	stage, period	HSK 5
结构	jiégòu	structure	HSK 5
结合	jiéhé	combination	HSK 5
借口	jièkǒu	excuse	HSK 5
结论	jiélùn	conclusion	HSK 5
戒指	jièzhi	(finger) ring	HSK 5
记录	jìlù	a (written) record	HSK 5
纪录	jìlù	variant of 记录	HSK 5
纪律	jìlǜ	discipline	HSK 5
精力	jīnglì	energy	HSK 5
精神	jīngshén	energy, spirits	HSK 5
金属	jīnshǔ	metal	HSK 5
机器	jīqì	machine	HSK 5
肌肉	jīròu	muscle	HSK 5
计算	jìsuàn	to calculate	HSK 5
集体	jítǐ	collective (behavior, etc.)	HSK 5
酒吧	jiǔbā	bar, pub	HSK 5
救护车	jiùhùchē	ambulance	HSK 5
舅舅	jiùjiu	uncle (mother's brother)	HSK 5
记忆	jìyì	memories	HSK 5
急诊	jízhěn	emergency ward (of a hospital)	HSK 5
决赛	juésài	finals (in a competition)	HSK 5
角色	juésè	role (in a story)	HSK 5
决心	juéxīn	determination	HSK 5
俱乐部	jùlèbù	club	HSK 5
军事	jūnshì	military affairs	HSK 5
桔子	júzi	tangerine, Mandarin orange	HSK 5
卡车	kǎchē	truck	HSK 5
开发	kāifā	development	HSK 5
开幕式	kāimùshì	opening ceremony	HSK 5
开水	kāishuǐ	boiled water	HSK 5
课程	kèchéng	course, curriculum	HSK 5
空间	kōngjiān	space	HSK 5
控制	kòngzhì	control	HSK 5
口味	kǒuwèi	flavor, taste	HSK 5
