Phrase	Grammar	Transcription	Translation	Notes
爸爸	bàba	tata	HSK 1
北京	Běijīng	Pekin	HSK 1
杯子	bēizi	kubek	HSK 1
菜	cài	warzywo	HSK 1
茶	chá	herbata	HSK 1
出租车	chūzūchē	taksówka	HSK 1
点	diǎn	kropka; punkt	HSK 1
电脑	diànnǎo	komputer	HSK 1
电视	diànshì	telewizja	HSK 1
电影	diànyǐng	film	HSK 1
东西	dōngxi	rzecz	HSK 1
儿子	érzi	syn	HSK 1
饭店	fàndiàn	restauracja	HSK 1
飞机	fēijī	samolot	HSK 1
分钟	fēnzhōng	minuta	HSK 1
狗	gǒu	pies	HSK 1
汉语	hànyǔ	język chiński	HSK 1
后面	hòumiàn	z tyłu	HSK 1
家	jiā	dom	HSK 1
今天	jīntiān	dzisiaj	HSK 1
老师	lǎoshī	nauczyciel	HSK 1
里面	lǐmiàn	wewnątrz	HSK 1
妈妈	māma	mama	HSK 1
猫	māo	kot	HSK 1
米饭	mǐfàn	ryż	HSK 1
明天	míngtiān	jutro	HSK 1
名字	míngzi	imię	HSK 1
年	nián	rok	HSK 1
女儿	nǚ'ér	córka	HSK 1
朋友	péngyou	przyjaciel	HSK 1
苹果	píngguǒ	jabłko	HSK 1
钱	qián	pieniądze	HSK 1
前面	qiánmiàn	z przodu	HSK 1
人	rén	osoba	HSK 1
上	shàng	na górze	HSK 1
商店	shāngdiàn	sklep	HSK 1
上午	shàngwǔ	przedpołudnie	HSK 1
时候	shíhou	czas	HSK 1
书	shū	książka	HSK 1
水	shuǐ	woda	HSK 1
水果	shuǐguǒ	owoc	HSK 1
天气	tiānqì	pogoda	HSK 1
同学	tóngxué	kolega ze szkoły	HSK 1
下	xià	na dole	HSK 1
先生	xiānsheng	pan	HSK 1
现在	xiànzài	teraz	HSK 1
小姐	xiǎojiě	panna	HSK 1
下午	xiàwǔ	popołudnie	HSK 1
星期	xīngqī	tydzień	HSK 1
学生	xuéshēng	uczeń	HSK 1
学校	xuéxiào	szkoła	HSK 1
衣服	yīfu	ubranie	HSK 1
医生	yīshēng	lekarz	HSK 1
医院	yīyuàn	szpital	HSK 1
椅子	yǐzi	krzesło	HSK 1
月	yuè	miesiąc	HSK 1
中国	Zhōngguó	Chiny	HSK 1
中午	zhōngwǔ	południe	HSK 1
桌子	zhuōzi	stół	HSK 1
字	zì	znak pisma	HSK 1
昨天	zuótiān	wczoraj	HSK 1
