Phrase	Grammar	Transcription	Translation	Notes
nhân viên			pracownik
hải quan			cło
ở			w
sân bay			lotnisko	w dialekcie północnym
phi trường			lotnisko	w dialekcie południowym
cho			dać
xem			obejrzeć
hộ chiếu			paszport
họ			nazwisko
người			osoba
nước			kraj
nào			który?
Nhật			japoński; Japonia
Việt			wietnamski
Anh			angielski; Anglia
Úc			australijski; Australia
Đức			niemiecki; Niemcy
Đài Loan			tajwański; Tajwan
Pháp			francuski; Francja
đến			przybywać
để			żeby
làm			robić
du lịch			podróżować
lần			raz
đầu tiên			pierwszy
phải			prawy
sẽ			(partykuła czasu przyszłego)
ở			mieszkać; w
đâu			gdzie?
khách sạn			hotel
số			numer
phố			ulica	w dialekcie północnym
đường			ulica	w dialekcie południowym
nói			mówić
tiếng			język
khá			dobrze
lắm			bardzo
muốn			chcieć
sống			żyć
làm việc			pracować
không			zero
một			jeden
hai			dwa
ba			trzy
bốn			cztery
năm			pięć
sáu			sześć
bảy			siedem
tám			osiem
chín			dziewięć
mười			dziesięć
mười một			jedenaście
mười hai			dwanaście
mười ba			trzynaście
mười bốn			czternaście
mười lăm			piętnaście
mười sáu			szesnaście
mười bảy			siedemnaście
mười tám			osiemnaście
mười chín			dziewiętnaście
hai mươi			dwadzieścia
đói			głodny
khát			spragniony
nước			woda
khát nước			spragniony
và			i
hãng			agencja; towarzystwo
hàng không			linia lotnicza
va-li			walizka
này			ten
màu			kolor
đen			czarny
kia			tam; tamten
tìm thấy			znaleźć
nâu			brązowy
đó			tam; tamten
nhiều			dużo
không có gì			nie ma za co	w dialekcie północnym
không có chi			nie ma za co	w dialekcie południowym
hành lý			bagaż
nhà			dom
trắng			biały
đỏ			czerwony
đen			czarny
nâu			brązowy
xanh dương			niebieski
xanh da trời			niebieski
xanh nước biển			niebieski
xanh lá cây			zielony
vàng			żółty
da cam			pomarańczowy
xám			szary
chúng tôi			my	z wyłączeniem słuchającego
chúng ta			my	włączając słuchającego
các ông			panowie	z szacunkiem do starszych mężczyzn
các bà			panie	z szacunkiem do starszych kobiet
các anh			wy	do rówieśników
các chị			wy	do rówieśniczek
các cô			panie	do młodych kobiet
các em			wy	do osób młodszych od mówiącego
về			iść z powrotem
bây giờ			teraz
chờ			czekać
đợi			czekać
người nhà			domownik
ra			wychodzić
mời			zapraszać
xe			pojazd
tắc-xi			taksówka
đang			(partykuła czasu teraźniejszego)
uống			pić
xe xích-lô			riksza
xe đạp			rower
xe máy			motocykl
xe buýt			autobus
xe ô-tô			samochód	w dialekcie północnym
xe hơi			samochód	w dialekcie południowym
xe ôm			taksówka motocyklowa
xe cấp cứu			karetka	w dialekcie północnym
cứu thương			karetka	w dialekcie południowym
